,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
x-100,2.464437999200836,29.58908115150007,86.50524899646764,144.46237803492383,174.71669851904895,167.10555444539696,131.03050065065608,86.3057748755493,47.79222291756038,22.1303120402592,8.460114799971308,2.6486137881453766,0.6712227721509918,0.13071595281148973,0.018941809498479154,0.002544546342159189,0.0003267663586928648,3.864614786440718e-05,4.8860296749995e-06,9.369643768031031e-07,4.832259980723383e-07,4.0008676451205597e-07,3.557321305019535e-07,3.1873537220840166e-07,2.85677190466023e-07,2.558734803781139e-07,2.2967110735904314e-07,2.0551442636731788e-07,1.8401165592413554e-07,1.648244109510552e-07
x-075,1.5264561153250493,20.803995672133947,66.61486887710237,122.09102812510176,163.75986913883565,175.67470961100244,156.39264703888426,117.32650822802835,75.15319710501036,41.38312252721798,19.696355467192628,8.192362355476218,2.904278822905048,0.8480897941956477,0.19881948806540758,0.03804801513525445,0.005981787208081568,0.0009234325135802301,0.0001433994538810897,2.0306922476112036e-05,2.734209208221342e-06,4.315996320436546e-07,1.4309798073424565e-07,1.0199904981063996e-07,8.971697825987277e-08,8.140971317388479e-08,7.440642025689196e-08,6.79423501813955e-08,6.215630854433401e-08,5.695140436525877e-08
x-050,0.9050190798989186,13.592522996390116,47.483892435745744,94.39197650816142,138.38564931986946,165.30255399955635,166.1739918925846,142.52521055983289,105.9207111624664,68.178850061634,38.920366872143006,20.05400028532135,9.310154461734827,3.71542180366384,1.2728209983297902,0.3849138004280534,0.09753480014174885,0.020177637041965384,0.0037758046124154697,0.0007114346848868867,0.0001289529424930962,2.2387319436992057e-05,3.6313359282076816e-06,5.879606362668694e-07,1.0983307896548371e-07,3.6698386910663173e-08,2.4951505764996425e-08,2.1833642841360964e-08,2.0070041528320036e-08,1.8633217231532332e-08
x-025,0.5269387792443174,8.487204285691307,32.18245727907903,68.94204753336601,108.73391381209103,140.83262750610555,157.6943902049895,155.33226680575677,133.8571509746792,100.92386255044669,68.20903014254355,42.26003816810091,24.14382482261328,12.329082124330304,5.707031022189864,2.4334906696832186,0.9131166071176696,0.30104391935220637,0.08761712974772286,0.021524126343439805,0.004646399240423024,0.0010433110386232002,0.00023317138102365404,5.0860203250571495e-05,1.0601661332534304e-05,2.0644537496706724e-06,3.8354106151268193e-07,7.302473333008508e-08,1.857887864541577e-08,8.817661045597394e-09
x000,0.31282052041674185,5.24157616468119,21.323537485531816,49.007258358819776,82.9561759420835,116.22882607724775,141.71072350238893,152.81037685978964,148.35524505385024,130.54353211608648,104.2035162720243,76.02198881681493,51.565864141333726,32.138801880517825,18.487462679904336,10.051377707346244,5.066307955225497,2.3254751356118213,0.9619388116783211,0.3553657120702901,0.11432476774608695,0.03176470675910923,0.007904527887122472,0.0020953246028523605,0.0005635161208240517,0.0001438542051469525,3.510683763742518e-05,8.227360927897398e-06,1.8802002283424973e-06,4.3043593820963956e-07
x025,0.18667175661380886,3.2241279333167006,13.915968108957603,34.094232486448156,61.43289125753498,91.37617912588,118.97061978253531,140.1307211119199,151.78272027667813,149.9033893408409,135.44428237526503,113.55850913880546,89.20978573479718,65.0111344579249,44.11246028688035,28.33507907687348,17.339693929353817,10.048054838561749,5.499359376949129,2.755261493042237,1.2385841715007282,0.5057330690604748,0.18624499586275645,0.06034260028579743,0.017378264783019022,0.005230157962884522,0.0016295245868431542,0.0004960990184297362,0.00015005910149377939,4.468115027163162e-05
x050,0.11211543728571088,2.0268355545757246,9.13708382700869,23.62508696730558,45.08038997207504,71.230523889798,98.88880626641004,124.04250230013334,142.20760622928984,150.177687818045,149.4293249965278,141.38339106189343,125.91279803139723,104.34454154753068,80.87740242476812,59.409434854259004,41.52278944917424,27.89744987879738,18.112966786915827,11.281059862773509,6.612374675073506,3.5969619385559035,1.7968542771708813,0.8299930839397454,0.3497589954820052,0.1307457230364136,0.04312465960724006,0.014595166319497163,0.005374803489774272,0.002015326317026088
x075,0.06383702806162025,1.1811262859723273,5.526460459400502,14.982200972731219,30.060989911977746,49.84773515525274,72.45769604219424,95.70453888846507,117.7807353650425,136.92568617422737,151.5203970142688,158.28310924734689,154.80078377982244,142.08340566174158,123.72520449193179,103.11170620091383,81.62722090223436,61.92627443966831,45.47938709200793,32.25090686337842,22.171422910047735,14.684065496534421,9.23528664137146,5.467600018962181,3.0173575646654656,1.5485259006179808,0.738280944569401,0.32125836459316615,0.12561723188167398,0.049019987855764925
x100,0.03547994564040609,0.72575814044129,3.5533142266038866,9.97785554867551,20.90529987478873,36.37432362434998,55.65309385250732,77.52095183110987,100.3921054407381,121.974663734109,140.546271223736,154.42887956876825,162.82401841081207,166.10979545387022,164.08318092983166,156.56965718671026,142.32379639753447,123.8947120411787,104.33994773574204,85.91547322490793,68.93114075255447,53.618739353631995,40.736009405959706,30.05219295184742,21.185399920444222,14.184049832678669,9.007810780256682,5.378587899735776,3.0292719650345585,1.5736531380554006
x125,0.015700338813084063,0.36701714385241996,1.9285070883769924,5.67891678561523,12.44046888235174,22.666870131734097,36.323451119871464,53.023328019993045,72.13414451914873,92.88183801419993,114.73797621450787,136.7659055492532,157.24618355850913,174.06809697252098,185.11118721201402,191.08764338128046,190.73946186422674,186.3608116389463,179.48188951881588,171.70643909930644,162.34797042573695,149.51242226307446,133.65002973746527,116.03326760316135,98.37282648575004,81.3326650082709,65.17135169480348,50.208916629122136,36.887148316637,25.829794704131597
x150,0.004598795396645916,0.12362777937125147,0.7374245774637893,2.379960218344505,5.5842625996389765,10.766048875036768,18.188069763296,27.82210758563024,39.45482774004959,52.72857506845546,67.30904160759805,82.7174188331012,98.37563797134528,113.11511512627877,127.0727486195163,141.09171882901506,154.01706992634868,165.4967645036585,174.16716490864843,179.38498468730396,180.40352850350524,176.34785516506338,168.0953245821599,156.58983384289135,143.26839646873174,128.9610934606136,113.99094521143866,98.29641430255835,81.97361125358916,65.78409509746844
x175,0.0012348031940689866,0.03512100125384825,0.22719035470183968,0.7869465726848494,1.9409371225627223,3.8928577051719566,6.82326277186535,10.854282683183246,16.031851697298205,22.30119313454626,29.594728240069763,37.79118812047223,46.59889184363413,55.579361375038296,64.54449807236388,73.54557267157087,82.02981831090909,89.95017776927423,97.06362837700053,103.32687481698076,108.63411863778087,112.64241446137164,115.2960664390135,116.06174186147612,114.86365029136967,111.02442068393535,104.60923283033716,95.8240753492443,85.32005363296454,73.68345443849998
x200,0.00041582961599683296,0.012052899782953591,0.08189349002901798,0.3024062545596324,0.7930889485619731,1.6655830980880313,3.015511047574739,4.906193416045405,7.3944595944713285,10.487686450197476,14.196805057725758,18.472589972044354,23.244402957350616,28.389433412497265,33.78157948553051,39.35900853267026,44.89019093667858,50.28170091122774,55.2734137659419,59.680463342769656,63.25083339582629,65.83703146216024,67.36338453333312,67.67713027231292,67.00440953592012,65.31742750766468,62.80725029537785,59.5983934858722,55.80139495662976,51.27386594277025
x225,0.00011656405378714615,0.003401127188290693,0.023651596485104304,0.09051943447150657,0.24858304831188172,0.5488069200820375,1.0379143701937745,1.7475045235921043,2.6957611689086765,3.889848794396062,5.326285135118563,6.98840747729486,8.84940394432662,10.904573007786556,13.098944620997665,15.391483253805044,17.73184747239523,20.073419738036627,22.358967851524167,24.506842902984637,26.3843935290526,27.982802582918378,29.245195273068262,30.0626413869337,30.381973922475193,30.119984567773663,29.304980963434453,27.929783732153727,26.123420456919092,23.918621823878567
x250,2.7741514352690377e-05,0.0008017107017719635,0.00553571453302744,0.021093625867667786,0.05825153320340152,0.13106868367145708,0.25516998008097275,0.4437218608980463,0.7047600503686846,1.0399895562900878,1.444141086453645,1.9051927194571379,2.409685369410469,2.9551989165178836,3.5232082991548963,4.1022406448033895,4.6839785075445155,5.258272384964255,5.819442001974015,6.357781695911018,6.8385058915483,7.275889951960203,7.670950503266051,8.01277258291573,8.298812857847194,8.515609142294673,8.671400250913894,8.754182483503511,8.778931234885771,8.705130436224156
x275,5.746459258282336e-06,0.00017081150306030927,0.0012511432648548949,0.005103819516904532,0.015072229273059583,0.03613923489001127,0.07480734244034497,0.13820801118229462,0.2330960539155867,0.364432959868924,0.5339701438277165,0.7388686835360765,0.9724222976332043,1.2297671971036597,1.499691593184894,1.7727903712060857,2.0417399864688957,2.2991606024349114,2.5400199019544214,2.760181663556454,2.9375181138861195,3.07982341842657,3.187422860484224,3.2546189446856686,3.2815427984528336,3.26125550022853,3.1988589260913036,3.092855851847987,2.950619403426545,2.764920408268715
x300,1.1636655410201054e-06,3.368880693593412e-05,0.00024580001369077265,0.001009755870833376,0.003025381746984453,0.007405564944112,0.015741065494956546,0.030014109393925736,0.05250591447032968,0.08544723154756638,0.13065667330531527,0.18882677153688926,0.25924410385288227,0.34027233219913944,0.4283342318293892,0.5193819448021691,0.6093487995904694,0.694173909771122,0.7704904343038885,0.8360883579021814,0.8819858964277288,0.910363128858861,0.922057716873562,0.9166338656760258,0.8964841905774326,0.8619056698909683,0.8165134591448835,0.7627644576138826,0.7034266904909373,0.63955455703698
x325,3.64733819840159e-07,1.0418494019065518e-05,7.5568487866191e-05,0.000308936937984257,0.000921089398917183,0.0022446768313843114,0.004756523482990198,0.009067337370628724,0.01591532216406763,0.026114079729517313,0.04049908818499719,0.059773580956995156,0.08442882277457626,0.11459850519180975,0.14988459964038336,0.18951044320876206,0.23230633607755302,0.27685218214595764,0.32158901958699593,0.3650369285278216,0.40324548398168847,0.43547898312231054,0.4608401772111182,0.47798822096446353,0.4870833768378492,0.48747577661801583,0.4803325693074761,0.466209295169717,0.4462192129696734,0.42088066922778805
x350,9.99221425378359e-08,2.8243202991027377e-06,2.036244783680065e-05,8.282746693685108e-05,0.00024573976054378775,0.0005960867867392873,0.0012580455243150577,0.002392079394539131,0.004195518937188068,0.00689467968227231,0.010739589935150609,0.015973450885163554,0.022833048487383392,0.0314843610811244,0.042012460564681116,0.05441703591084142,0.06858691319232686,0.0843150832609036,0.10133184950009123,0.11922263060600191,0.13704701798728933,0.15427302113869373,0.17035735310366668,0.1845055382250614,0.19632574620328225,0.20523323770011787,0.2112632868346602,0.21412517313768745,0.2138250598278265,0.2103711409482442
x375,1.8073967529686127e-08,5.162044806522651e-07,3.7132694378064013e-06,1.5007806161351705e-05,4.417392765074221e-05,0.000106297787980486,0.0002227005506562533,0.00042082212349581145,0.000734302379634972,0.0012023105871526323,0.0018685853467893566,0.002777468076494766,0.0039752652555825035,0.005499827448535751,0.007379816667801197,0.009635275255810585,0.012268992157064786,0.015272321721757505,0.018630106521617812,0.022291321737167955,0.02614480151404202,0.030099012690396682,0.03406913310665263,0.037899986220086904,0.04149037585132669,0.04469796238020653,0.04749556469881062,0.0497458340236193,0.05137517214357255,0.05232567634617288
x400,2.218798486015278e-09,6.641512678062683e-08,4.854832056159115e-07,1.9599658061243636e-06,5.7083220441840475e-06,1.3536079232997337e-05,2.7938958004265597e-05,5.2032808860267806e-05,8.957187833393517e-05,0.00014488205795292885,0.00022265100409774393,0.000327652980945221,0.0004648731865143271,0.0006384761281295637,0.0008515830700656398,0.0011065204456754158,0.0014040790113220819,0.001744141574642691,0.0021262712008749563,0.002545669966879997,0.002991595294333292,0.0034551863836453684,0.003928558112948035,0.004395589091604209,0.004845925288307096,0.005264176071037335,0.00564878500402614,0.005982426708897145,0.006255970204732045,0.006461100919915405
