,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
g250,0.012331841997038503,0.08101535454186874,0.13266422850785808,0.09280523221514017,0.029147851325925022,0.008758101576470874,0.005177701687812151,0.004021893033498261,0.0026241990095358506,0.0013366361647245922,0.0005794437863289832,0.00023034871229626772,9.045795101393797e-05,3.735249750296898e-05,1.7797299174131536e-05,1.059096487288213e-05,7.546985568411432e-06,5.979815197676946e-06,4.9596131326754475e-06,4.179582671804469e-06,3.5431390056663375e-06,3.0007780847288115e-06,2.5456851633815935e-06,2.1609617263985786e-06,1.8378451579429105e-06,1.566366048348081e-06,1.3419721652075758e-06,1.1564945263365424e-06,1.003302713452265e-06,8.75627563141276e-07
g275,0.010433575788963883,0.06903307492063017,0.11383051836587031,0.08213764846004495,0.02710323606687904,0.007960728556107926,0.0043748151281318105,0.0031196423884469774,0.0020727980789789872,0.0010431839791972175,0.0004497723819210142,0.0001814217228591814,7.342024958469543e-05,3.135987206287161e-05,1.5191100529396284e-05,8.936161742843013e-06,6.222349827409729e-06,4.8485205239461115e-06,3.992253809339965e-06,3.359131607527683e-06,2.8494044144332988e-06,2.4153426847628864e-06,2.0493948668928668e-06,1.7389060073608653e-06,1.4772878589210192e-06,1.257251934859989e-06,1.0755503002121522e-06,9.255497924172595e-07,8.019637858910676e-07,6.993118115240436e-07
g300,0.008687621340971806,0.057887690761088045,0.09697986935995416,0.07329866709339182,0.02549727622904557,0.007342825001337916,0.003706272772316918,0.002295635847407319,0.0014715948508110428,0.0007215417349566909,0.0003128429954246559,0.00013238809789821728,5.784746437315752e-05,2.697465950539974e-05,1.3967498849155708e-05,8.343187214151469e-06,5.633146631868237e-06,4.172455279074327e-06,3.2662090875758725e-06,2.630851570902288e-06,2.1527516348306383e-06,1.7724585383254054e-06,1.470307548610753e-06,1.2264006427517335e-06,1.0292663669919258e-06,8.690964628063511e-07,7.402256900299442e-07,6.361183677326363e-07,5.517497366041141e-07,4.825941420816075e-07
g325,0.007049249697780554,0.04773402988958722,0.08288415954353825,0.06630030084413376,0.024348723826850834,0.006945098534852619,0.003255509992448706,0.001738425062017311,0.0010181875658445455,0.0005017776216943786,0.00022362994939244943,0.00010081567569450857,4.807184825474451e-05,2.4617594790343475e-05,1.36502223096425e-05,8.29018343308613e-06,5.407247460811495e-06,3.7452656444542166e-06,2.712556719428487e-06,2.0278461730106294e-06,1.5531402121701202e-06,1.2108317790180906e-06,9.623097402354786e-07,7.778105250266905e-07,6.388991120465947e-07,5.33097947479324e-07,4.525523760912834e-07,3.9020798737897287e-07,3.415479839874064e-07,3.0258743708466706e-07
g350,0.005975669368899391,0.04062889831495427,0.0727840771510427,0.060787940752422456,0.023807404710867307,0.0068464797032587,0.00305910958676777,0.0014616661983716018,0.0007425279158700471,0.0003714159090446718,0.0001690746639753909,8.025885462215164e-05,4.154216517394185e-05,2.343970794751408e-05,1.413709936723574e-05,9.025710869953111e-06,5.946755075042025e-06,4.011928471155504e-06,2.7528536767669227e-06,1.9149288714252435e-06,1.3516898734940636e-06,9.697953976800154e-07,7.134874833159187e-07,5.398326944554365e-07,4.2112065214675845e-07,3.3946175912912406e-07,2.8285447872054664e-07,2.4262337766487116e-07,2.1333051877277893e-07,1.9095426944938314e-07
g375,0.005274055364505229,0.03591394588860588,0.06523999658988194,0.05626220037615353,0.023616440936865903,0.006948330148995212,0.003060436932361448,0.001379987484281877,0.0005830991991022284,0.00027723819956411026,0.00012677187560185138,6.309513940801059e-05,3.569994532868113e-05,2.2404932181681863e-05,1.4915748337267294e-05,1.0303442791164547e-05,7.1888611967444625e-06,5.029350529474042e-06,3.504839075428166e-06,2.424226898251798e-06,1.667017844344769e-06,1.1405773955615928e-06,7.846215290946254e-07,5.465417785437118e-07,3.8868500596398724e-07,2.8564711202897925e-07,2.1911672183710478e-07,1.7598596883617908e-07,1.47796656965048e-07,1.2863291304675396e-07
g400,0.004569947138376766,0.031487756516454704,0.0587782991828357,0.05305773973028245,0.02421898979317567,0.007418788524789234,0.003261437019516527,0.001474149343297647,0.000535229269201279,0.00021599318862517867,9.684580591183112e-05,4.990817511796391e-05,3.040097408901218e-05,2.0783833160868046e-05,1.5017914975991137e-05,1.115017360478353e-05,8.296674749764414e-06,6.147558990659303e-06,4.50636627991102e-06,3.25357848226661e-06,2.316384520973387e-06,1.6216628493875e-06,1.1235253479306286e-06,7.729858464527261e-07,5.299427343475903e-07,3.651664062669345e-07,2.5623975280199395e-07,1.850853199421559e-07,1.3931316669951503e-07,1.0974695303162913e-07
g425,0.004125949357200218,0.028463888742064365,0.0541279760646183,0.05071014010074822,0.025464484870639525,0.008178450764992627,0.0036531466725735155,0.001749275548598152,0.000606547525431227,0.00019251620010490899,7.773821074519161e-05,3.9716566929115575e-05,2.510514976431452e-05,1.8041211071923136e-05,1.3733771240152048e-05,1.0714130164311825e-05,8.370930932878862e-06,6.511343629789613e-06,5.013363397120479e-06,3.8051669375412606e-06,2.850787285018309e-06,2.0999676864081065e-06,1.52793690019558e-06,1.099134914541084e-06,7.819503838897378e-07,5.515891586079948e-07,3.8862566839949585e-07,2.7462887982939786e-07,1.9631105680691446e-07,1.4285853108275778e-07
g450,0.0037750370748112798,0.02629977123534781,0.0506443492617671,0.04949993111600307,0.027675819122728713,0.009413001030363648,0.004224295914494536,0.0021718071765668137,0.0008112078896893156,0.00021766120759472972,6.88697812796577e-05,3.175606538228786e-05,1.9937415658412182e-05,1.4631010885337444e-05,1.145177202903332e-05,9.191115735010136e-06,7.39497298029568e-06,5.9338291568876805e-06,4.725542108608709e-06,3.72381638116915e-06,2.9090588933282736e-06,2.2452210690088195e-06,1.719689978126953e-06,1.3076547897307694e-06,9.87245320847781e-07,7.40676975222271e-07,5.543839088940609e-07,4.145055008826204e-07,3.102830032004804e-07,2.3292123372562964e-07
g475,0.003266752118769549,0.02349093745811945,0.047092247454310183,0.049735386173847956,0.031052977596867187,0.011317747947572137,0.005068078404014034,0.0027935658665286514,0.0011855411530965973,0.00031700124585943966,7.631768972743315e-05,2.6901849201017996e-05,1.5487864058834498e-05,1.1277458379620817e-05,8.901612689225235e-06,7.233518169410876e-06,5.896929279925632e-06,4.801616750903594e-06,3.887341149966149e-06,3.122406022553882e-06,2.494429861087539e-06,1.976350527095073e-06,1.5605832634828379e-06,1.2284741184397053e-06,9.646925833370174e-07,7.561097175560494e-07,5.933251169602225e-07,4.662818431326711e-07,3.673208398085368e-07,2.8996565009216835e-07
g500,0.002815851125481613,0.020730821184427234,0.04445093849963228,0.05141803038179893,0.03571681586136526,0.01418247691910162,0.006267263003959862,0.0036350753759083376,0.0017639752582419219,0.0005325553489359329,0.00011444048220673894,2.777691122369073e-05,1.2332935931250766e-05,8.487822684133284e-06,6.657063126100155e-06,5.4258033115609235e-06,4.440572500877697e-06,3.6323923462773246e-06,2.9554326138552874e-06,2.387781350692919e-06,1.9209082118158197e-06,1.5347956721402933e-06,1.2242252236303028e-06,9.753426445982072e-07,7.768161098832879e-07,6.189087323507519e-07,4.947521314845923e-07,3.9690055235890645e-07,3.1974850821930093e-07,2.584895013551436e-07
g525,0.002637348768681121,0.019732247679541643,0.044200279468372496,0.05466447374793307,0.0418698773318771,0.01845864354968741,0.008006813228675367,0.004756279141024069,0.002587685022647301,0.0009249667179055962,0.00021102016891918644,4.091243148446689e-05,1.1372609727365942e-05,6.442509315546407e-06,4.890213601179627e-06,3.969909897588463e-06,3.2481527690626853e-06,2.656986339984797e-06,2.1615928354771397e-06,1.7457204835833272e-06,1.4037408188755693e-06,1.1209667587655654e-06,8.936291392710793e-07,7.116286171401557e-07,5.666692243045164e-07,4.515609257057928e-07,3.6124646344735787e-07,2.9022368645463196e-07,2.343726948082814e-07,1.9012199889679717e-07
g550,0.0025526037940126842,0.019464944172741278,0.04542365522563302,0.059347893833468286,0.049783874379445654,0.024752724781754908,0.010614818119767892,0.006259156024376482,0.003715831288037364,0.0015774319972384203,0.000416764624883556,8.090542009145683e-05,1.5180801663084215e-05,5.380365285051357e-06,3.6000020420858174e-06,2.868870984340589e-06,2.34032082332605e-06,1.9106306745646526e-06,1.5514265113075765e-06,1.249656668960133e-06,1.0016132149236716e-06,7.966363242601542e-07,6.320453570229576e-07,5.005343403375645e-07,3.96060876022527e-07,3.133963079752081e-07,2.488483764384251e-07,1.9838419477968867e-07,1.58969492704118e-07,1.2799188197885257e-07
g575,0.002487938349186071,0.019512546722916618,0.0473235937667536,0.06519328787695836,0.05964874136901623,0.03374353943404561,0.014642144867784734,0.00831698668375268,0.005229173469874547,0.002583758146122204,0.0008147624074609637,0.00017771943510655808,3.07175456086521e-05,6.238162502218187e-06,2.8184847705260873e-06,2.0753496028263742e-06,1.674939027667731e-06,1.3630083946994293e-06,1.1037068203103271e-06,8.859872217064433e-07,7.0709135805312e-07,5.594407672161114e-07,4.410322904699937e-07,3.466586666794787e-07,2.7191537875133324e-07,2.130446604380686e-07,1.6732784431225194e-07,1.318398061573865e-07,1.0435188033949864e-07,8.296724424133834e-08
g600,0.0024143831795271874,0.019505145416658196,0.049376219963074015,0.07202148909090753,0.07137378708896355,0.04594597938476805,0.020972475763411907,0.011260059891136528,0.007256267293849549,0.004050830594429052,0.0015304269005342328,0.00038980588279541415,7.46298721193325e-05,1.2105604560560845e-05,2.876705766462384e-06,1.5644744505402453e-06,1.2003483466603609e-06,9.695121546896037e-07,7.8234586908147e-07,6.258144234972276e-07,4.972244216932904e-07,3.912330371462385e-07,3.0635317009634597e-07,2.388708174968545e-07,1.8560266859949475e-07,1.438373010395089e-07,1.1161014313429932e-07,8.677708866448085e-08,6.771723048659688e-08,5.3048862757765835e-08
