,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
g000,0.21149131850541752,1.1589686188045099,1.4236060609975718,0.6602378409607845,0.10908651385985361,0.015194957459736608,0.004926943291066083,0.002616949671944638,0.0016244515486329096,0.0009048327297275333,0.0004927717326544529,0.00026859511977831606,0.00014639691546397985,7.830868462812021e-05,4.138419312422657e-05,2.194481716928633e-05,1.1601321666892332e-05,6.127533815197755e-06,3.222017855081579e-06,1.6757279249860545e-06,8.560571382055608e-07,4.2893462885632815e-07,2.117989485993406e-07,1.026571143398699e-07,4.851702104079494e-08,2.2673946939704398e-08,1.054272653694958e-08,4.974163073282993e-09,2.4676945983426303e-09,1.3346178400982206e-09
g025,0.16776760743529817,0.9445789355323283,1.2017051656351792,0.5849859644497077,0.10849286929297776,0.019115358907855512,0.006242266663048372,0.0028010757705085954,0.0015576348723419068,0.0008557280540831247,0.00047619235878820884,0.0002673439230689737,0.00015025801524817575,8.306755047640745e-05,4.5498616622524095e-05,2.5100229503651262e-05,1.3876811101881215e-05,7.710710590627305e-06,4.2903882549254525e-06,2.3748595469365088e-06,1.3013623175481529e-06,7.043736402149715e-07,3.785125187000351e-07,2.0176238722256736e-07,1.0658119080777327e-07,5.660469199123845e-08,3.0639156024594565e-08,1.72716396861675e-08,1.04059100121367e-08,6.796793732763941e-09
g050,0.13325450821429358,0.7704521772104965,1.0121846045493206,0.5160308575236474,0.1057545052336857,0.022498064871645476,0.008085419040732384,0.003360610174542428,0.0015806950493575836,0.0007991048769636226,0.000438363702586042,0.0002495701813923845,0.0001435436409950319,8.155056783264152e-05,4.602277169498193e-05,2.6224630821038358e-05,1.5025174535429403e-05,8.68931569645007e-06,5.059008802233057e-06,2.951210247502095e-06,1.7215016178352037e-06,1.004109774378019e-06,5.899843416626774e-07,3.4997857419518924e-07,2.1019411672850962e-07,1.292604297661044e-07,8.207498608954868e-08,5.4199457850612586e-08,3.743838965876182e-08,2.7011359852797173e-08
g075,0.1054179087065423,0.6247790265425597,0.8458597910183011,0.453043923600698,0.1015252418890673,0.024981618202932328,0.009784976310757264,0.003960697687728765,0.0016278169458074003,0.0007446865155781115,0.00039695451699437063,0.00022820042472594974,0.0001343143365303458,7.844311454763973e-05,4.557541144860414e-05,2.6759354791537267e-05,1.5828078586968576e-05,9.479249346148848e-06,5.741703060605225e-06,3.5076209321575826e-06,2.1611570787246486e-06,1.3448494952832329e-06,8.518770324578793e-07,5.503530809584984e-07,3.632969954815245e-07,2.462988569690678e-07,1.7185775521953068e-07,1.2338982180932027e-07,9.109145383423423e-08,6.888603594428453e-08
g100,0.0826681293247084,0.5011246127978773,0.7051068459229286,0.39477500821971023,0.09462165284882093,0.024784291321073536,0.010195581691192732,0.004321293489112752,0.0017039674340985553,0.0007084180211918663,0.0003527030462556152,0.00019914748453083814,0.00011858940917301147,7.095967408060138e-05,4.2460678585382496e-05,2.5742119118937816e-05,1.576794825243919e-05,9.820062119215427e-06,6.2250305348703625e-06,4.017057690367523e-06,2.6437426448589696e-06,1.7801689671675178e-06,1.2356085912932077e-06,8.839033613820172e-07,6.509609807682571e-07,4.924248003456743e-07,3.815484484486151e-07,3.012249074734183e-07,2.414190871348519e-07,1.9524945213662433e-07
g125,0.0664627628263258,0.4102433069673618,0.5946202068864728,0.3435443038248728,0.08698724143450409,0.022981756333019628,0.009455273172465497,0.004230658102686559,0.0017161059037091814,0.0006806451694388848,0.0003125707643694166,0.0001686743288015397,0.00010004471258189161,6.098110928385709e-05,3.752950887107059e-05,2.3493784047914863e-05,1.4908151132125185e-05,9.658090233850485e-06,6.406565009322698e-06,4.3612211749855734e-06,3.0542344621499314e-06,2.2064668459708275e-06,1.6525376792787364e-06,1.2784284074826518e-06,1.017482469293928e-06,8.279038188657014e-07,6.858750468611568e-07,5.750816243210801e-07,4.863299488868938e-07,4.1247771877008835e-07
g150,0.05464851252679022,0.34171779108560063,0.503061936092951,0.2991368766198141,0.07962793883431084,0.020866615590415527,0.00857808685868187,0.004124461934837848,0.001766621935658426,0.0006840728241200727,0.00028408638883702585,0.0001398731508611411,7.983474590547403e-05,4.8778245843471136e-05,3.069625976663017e-05,1.978873215179291e-05,1.297061083571779e-05,8.698422560128595e-06,5.989136234509128e-06,4.24703123316964e-06,3.108623918932015e-06,2.352361167268283e-06,1.8456755826218733e-06,1.4930997577174246e-06,1.238945838737534e-06,1.0469419228344726e-06,8.973587349687672e-07,7.758414149057299e-07,6.744972196337657e-07,5.867729766686765e-07
g175,0.04448864040826637,0.2821950595613904,0.4206639264616884,0.26120528905627044,0.07289645268743178,0.01874022090311994,0.0075259654695734755,0.003734049858438899,0.0016595276186689956,0.0006355496567501792,0.0002443701025624341,0.00010890973215782308,5.8115185593663344e-05,3.471004485089711e-05,2.1995597008982857e-05,1.4492440980015427e-05,9.781143688986199e-06,6.784138520229937e-06,4.84577808816681e-06,3.5723389108438316e-06,2.718896723206943e-06,2.135884560815586e-06,1.733618957623783e-06,1.4443257525124385e-06,1.228818278308039e-06,1.0601749018515533e-06,9.2466607115143e-07,8.113505418077607e-07,7.143751733541299e-07,6.285247808846886e-07
g200,0.03500815201777562,0.22616795143257898,0.34756272920307535,0.22895285779442748,0.06681119307567905,0.01681423211664215,0.006496036703719109,0.0031807545371406783,0.00139339466760285,0.000509356675190981,0.0001816824551548389,7.358026006363317e-05,3.60168032899796e-05,2.0473483007689694e-05,1.2851195098195294e-05,8.630377583372816e-06,6.042668180241369e-06,4.3946035759927355e-06,3.3098754018414102e-06,2.5777532717669673e-06,2.0670981624835897e-06,1.701669320224278e-06,1.4370392946450944e-06,1.2363970422328906e-06,1.0792700453680947e-06,9.501388006800769e-07,8.420804670583316e-07,7.48535569212288e-07,6.662019464675505e-07,5.915944792794156e-07
g225,0.0275834088662167,0.18125884713638615,0.289996139352254,0.20190967949650798,0.061293072940639265,0.015007495365698039,0.005466491321790737,0.002487795528032807,0.001027545704869114,0.00035289890723543514,0.00011866139034594503,4.418501088110944e-05,1.94290547595874e-05,1.0146304056830907e-05,6.2196740207779135e-06,4.3082265532090255e-06,3.202286631979665e-06,2.499349906983005e-06,2.0209682598725917e-06,1.6817554529833916e-06,1.4285427541392698e-06,1.2340150900843931e-06,1.0831873886699332e-06,9.606279590880921e-07,8.585472586730893e-07,7.697639823169632e-07,6.920491134026812e-07,6.222705636657712e-07,5.590844570271588e-07,5.004682804465675e-07
g250,0.02239743556617977,0.14880302824273772,0.24711683430212183,0.1789714511050133,0.05646552922754676,0.013412074462669819,0.004551293720152074,0.0018764645069827167,0.000734826687683662,0.00024344631224969385,8.049664985235609e-05,2.9064351335367508e-05,1.1927796047785435e-05,5.704568666711903e-06,3.331070748878407e-06,2.3285643095236002e-06,1.8026109848004842e-06,1.4794068275762559e-06,1.2565518118523214e-06,1.0933454000848038e-06,9.648258200320103e-07,8.60637045799417e-07,7.75628134085116e-07,7.025799098664789e-07,6.386532881848412e-07,5.803806955882112e-07,5.274266477738203e-07,4.783747491649411e-07,4.3286312426834097e-07,3.8985221035990344e-07
g275,0.01920053878729102,0.12766320081766191,0.21480886487630269,0.15970306744015453,0.05257569144397389,0.012248557302226336,0.003910229056219077,0.0015051142866603347,0.0005888044617191703,0.00020138666192597802,7.039121926525547e-05,2.6766411919119817e-05,1.1066331893505904e-05,4.944340930539427e-06,2.547977441827449e-06,1.5950128097331114e-06,1.163234777908777e-06,9.402649520391882e-07,8.060848788333827e-07,7.154018553211816e-07,6.454296261950722e-07,5.880978535594314e-07,5.399451060081628e-07,4.966033482248815e-07,4.5698214708687753e-07,4.19281214318798e-07,3.8385752591747726e-07,3.5018285321794084e-07,3.183376298446316e-07,2.877882325765184e-07
g300,0.016279562479415904,0.10915152971915898,0.18643029453450763,0.1438760105522753,0.04985895465171862,0.011626369346966104,0.0035175367191929655,0.0012607911650293479,0.0004901816670548556,0.00017445164323003955,6.478092464146092e-05,2.6575287710972687e-05,1.175543532981657e-05,5.422755834186468e-06,2.6728841083939896e-06,1.4938757739460156e-06,9.57651737269968e-07,7.041711697299104e-07,5.747725969006584e-07,5.02016420064344e-07,4.5352587078738855e-07,4.1688940653665354e-07,3.8678977734032886e-07,3.5920771555709094e-07,3.332523506313839e-07,3.0774488094072056e-07,2.831726817095515e-07,2.593416648135504e-07,2.3645465164619375e-07,2.1425335399719113e-07
g325,0.013700728471360727,0.0926254123035926,0.1622318983627277,0.13087503420105157,0.04801864273714396,0.011243911059542299,0.0032279888993894694,0.0010803490457271783,0.00041101594577946097,0.0001523390026675039,5.987655389452811e-05,2.6483016649781167e-05,1.262664141691892e-05,6.183030670227002e-06,3.0877518744443234e-06,1.636710719308684e-06,9.381111478251895e-07,6.039990133743496e-07,4.4193694916721944e-07,3.60870168624944e-07,3.1565729682831934e-07,2.8710924741210085e-07,2.6639253477073966e-07,2.4841826274459743e-07,2.3168146943548563e-07,2.1504942839456833e-07,1.9878126240532796e-07,1.8275988930880283e-07,1.6717093127403628e-07,1.5188163277964756e-07
g350,0.011749419233768982,0.07989315221502447,0.1434594171671577,0.1207010324883239,0.047301443145443337,0.011177555043534081,0.003041849617160885,0.0009521003606836738,0.0003454117433420974,0.00013222709399259507,5.457284883327664e-05,2.584781522644144e-05,1.3250702846692435e-05,6.959269259246371e-06,3.657676293607188e-06,1.970817760342079e-06,1.0919901253508296e-06,6.414507868812423e-07,4.1112967198883735e-07,2.933965625572359e-07,2.311344822317352e-07,1.9694683500398215e-07,1.7663843142438905e-07,1.6229811086836057e-07,1.5066057203289416e-07,1.399109901065555e-07,1.2967100818848077e-07,1.196320461059927e-07,1.0982254079438031e-07,1.001304239982485e-07
g375,0.010272530098336688,0.07020027060982288,0.1286926694529111,0.11249388642698561,0.047460116215802935,0.011603990670601434,0.003094757074601841,0.0008950101265386058,0.0002967459825583227,0.00011297672113437157,4.785170211812287e-05,2.386935812569434e-05,1.308934978304956e-05,7.425822560978643e-06,4.214933763080164e-06,2.4257350682469186e-06,1.4031196614404254e-06,8.266702987731505e-07,5.023935099664592e-07,3.2100773248211286e-07,2.1955271138939567e-07,1.6321577579835526e-07,1.3190246079716482e-07,1.133834073326012e-07,1.0140654334754179e-07,9.256113875052648e-08,8.526809243694545e-08,7.86480944184285e-08,7.238324440922257e-08,6.624303887510059e-08
g400,0.009076805302240674,0.06249853059915697,0.11689258164496504,0.10687488998148521,0.04911424521088748,0.012649033817397742,0.0033792231414713513,0.0009138378144921779,0.00026898323708684385,9.580557713999181e-05,4.045169371609377e-05,2.0706646052469217e-05,1.1886895357049816e-05,7.1402045094222036e-06,4.3180899626502045e-06,2.6456258323438397e-06,1.6225048378723262e-06,1.0013539134383578e-06,6.227218215912697e-07,3.922106232010472e-07,2.5308252509647355e-07,1.7006806109781713e-07,1.2157828696849529e-07,9.300554425879386e-08,7.580460930432579e-08,6.4977972835468e-08,5.7638863819662146e-08,5.21052650113274e-08,4.751381790639231e-08,4.335516556067545e-08
g425,0.00796424711823239,0.05563033667001309,0.10698638328329975,0.10370390686295314,0.05206653838197292,0.014300146500942308,0.003955174511500359,0.001033071305901615,0.00027071657051833126,8.296088163955388e-05,3.353153210065669e-05,1.7171664077234563e-05,1.0092587877960599e-05,6.2680732508380564e-06,3.946105593662455e-06,2.518477981021045e-06,1.612386556107682e-06,1.0377544949587495e-06,6.701414797750837e-07,4.3370083854935306e-07,2.826844538916814e-07,1.866324597287625e-07,1.267838197112241e-07,8.954096758662705e-08,6.6288296709549e-08,5.169888082978231e-08,4.238892877484201e-08,3.615318770198381e-08,3.171620295225172e-08,2.8262344293944182e-08
