,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
g000,0.057878279149062586,0.33907726112710973,0.4900825947000535,0.2750167410319593,0.049558208124947274,0.006287979314326613,0.002029726710217301,0.0010648194642822882,0.000617106374457039,0.0003057194806889484,0.00014341983906480328,6.553582059288433e-05,2.9348893168727923e-05,1.2485337895243696e-05,5.1104987717819295e-06,2.074839416716158e-06,8.29092310781223e-07,3.312300569960316e-07,1.3334223072910155e-07,5.388941446718521e-08,2.1828004958773007e-08,8.949655677170333e-09,3.751905513658851e-09,1.6110211222416379e-09,7.12135758053135e-10,3.3127965377812073e-10,1.6567725097699423e-10,9.0592057881464e-11,5.462411031443558e-11,3.5906960502479863e-11
g025,0.05179133216159107,0.307860925038704,0.4500609830615903,0.2548423857648201,0.04960486094603742,0.007344051754879336,0.0022504660281223205,0.001046637054896911,0.0005723053782930876,0.0002829932852835727,0.00013546833680979904,6.361715434827456e-05,2.9335218692653467e-05,1.2898616141079088e-05,5.481096339700649e-06,2.3257367402448526e-06,9.83294022232501e-07,4.2313670161913864e-07,1.876889929700402e-07,8.606153352707662e-08,4.091763002065977e-08,2.034372676871915e-08,1.0621738572802072e-08,5.813915399940399e-09,3.336416048164052e-09,2.018834954057471e-09,1.2923416654398746e-09,8.733065980052558e-10,6.218307132710812e-10,4.6238081180888963e-10
g050,0.04658772152774294,0.27942735147329995,0.4075171348656933,0.23319853204952593,0.04832123508500081,0.007977829386087047,0.0024222480563676992,0.0010323806852686951,0.000525771465204195,0.0002546583327945333,0.0001229116603951663,5.889884026071667e-05,2.7856229436066035e-05,1.2637601196724358e-05,5.581250794249309e-06,2.4885640882329565e-06,1.1272427553902505e-06,5.342906472690493e-07,2.701290227857529e-07,1.466184490369162e-07,8.516562686269148e-08,5.264261309858678e-08,3.427310519678584e-08,2.317698880558282e-08,1.6137402058429944e-08,1.1531587994848577e-08,8.428714529749422e-09,6.286431747750596e-09,4.785053008283775e-09,3.7110713857859435e-09
g075,0.04087536152029555,0.24764933696117192,0.3616717710589639,0.21096213766983926,0.045940967675799034,0.008066797346779911,0.002446467501088057,0.0009834201033964113,0.00047048067377349377,0.0002224697730188531,0.00010796844480237976,5.2697444571770646e-05,2.557240051477946e-05,1.2005411012857823e-05,5.545581016351199e-06,2.6258282225761103e-06,1.2942769388965766e-06,6.87930566997793e-07,4.015782965585673e-07,2.5669103253266465e-07,1.759218890560268e-07,1.2690705527395176e-07,9.483846488190844e-08,7.234516241879953e-08,5.592596981039643e-08,4.364491845049614e-08,3.431780659860561e-08,2.7144863053003267e-08,2.1618064072793157e-08,1.7322147629392105e-08
g100,0.034692750156691696,0.21333034408698873,0.3155739693272431,0.1890744659485948,0.042771933833178295,0.0076180581664679285,0.0022725779651953564,0.0008790283720420554,0.0004022542078701504,0.00018632590289233847,9.065400916744381e-05,4.485796838929302e-05,2.228421524037769e-05,1.0835477323952513e-05,5.267346644317387e-06,2.682270367198547e-06,1.4647439565799534e-06,8.865938413692884e-07,5.9820072577479e-07,4.4118378516655474e-07,3.4328007614813674e-07,2.761290971509711e-07,2.2661495733750718e-07,1.8758905957569494e-07,1.5601257809867438e-07,1.2982345961546243e-07,1.0810820338352143e-07,8.997980688072049e-08,7.492065259762147e-08,6.230697499481243e-08
g125,0.028819967256871488,0.18047785640872313,0.2732863074105418,0.16862476104526272,0.039438340809361365,0.00694296172280518,0.001989446661275512,0.0007302544912847819,0.00031774465240944506,0.00014451888768989024,7.070918675793705e-05,3.561584528215101e-05,1.8182325660354694e-05,9.180257614555966e-06,4.6971868926740985e-06,2.556472659048224e-06,1.5175138979474688e-06,1.0064262326047045e-06,7.40823977594679e-07,5.887880120000121e-07,4.86658805307765e-07,4.112027886071047e-07,3.5169394343826126e-07,3.017033932914488e-07,2.5904048611469714e-07,2.2175838676963988e-07,1.8949728817696332e-07,1.6147746606129142e-07,1.3733665256125381e-07,1.1636912527128543e-07
g150,0.02417908055259506,0.15344790002080502,0.2369330648400289,0.15016184379237785,0.03616633390690711,0.006207084579325444,0.0016944510894759469,0.0005825313520296248,0.00023447488442793115,0.00010232882617491091,4.947974447762333e-05,2.5152520968645464e-05,1.3115509103772527e-05,6.829760733975938e-06,3.6469081525099622e-06,2.0934767088416163e-06,1.3226639399034394e-06,9.333150987344407e-07,7.24760667256343e-07,6.00951400362827e-07,5.13197350630263e-07,4.4504410343175654e-07,3.8896258057973873e-07,3.399753495355754e-07,2.9681522324209754e-07,2.5798608516305907e-07,2.2358003989378843e-07,1.930335133964927e-07,1.6616030462292546e-07,1.4235287344453077e-07
g175,0.02045149005824855,0.13126407934421858,0.20492680270416425,0.13402557593457687,0.0332433691546219,0.005584240324106169,0.0014730970859001854,0.00047790764720528846,0.00017356785299320148,6.880877238235294e-05,3.1237200667290665e-05,1.5476570012219292e-05,8.045831780072941e-06,4.253251872796691e-06,2.3527692604457443e-06,1.427203076333204e-06,9.651430031682933e-07,7.272998408824799e-07,5.952446323242951e-07,5.125970203948381e-07,4.4933401659395255e-07,3.9698688724213786e-07,3.5187087977041e-07,3.110219655820977e-07,2.741176214289302e-07,2.402125446613868e-07,2.0970099247332143e-07,1.8225109056808522e-07,1.5779883168842427e-07,1.3590030743445704e-07
g200,0.016711954470268735,0.10917786217625966,0.1756006825150227,0.1196909831514713,0.030620350372158493,0.00508048625080851,0.0013178240203363541,0.00041345778686929487,0.00013635880379710057,4.664091648826935e-05,1.8306139467658048e-05,8.231047372418813e-06,4.069216609734575e-06,2.141343277439565e-06,1.2425186374535236e-06,8.252407042469169e-07,6.195964582425662e-07,5.104178583418496e-07,4.446257893153469e-07,3.984428373607773e-07,3.579557444205547e-07,3.212802291261671e-07,2.8786715292009906e-07,2.5650732990729713e-07,2.275377365250422e-07,2.004851707589614e-07,1.7586437718123306e-07,1.5350596169301013e-07,1.3342562451882775e-07,1.1531099286036406e-07
g225,0.014004090739895954,0.09227526750595945,0.15228447753291197,0.10700865934865729,0.028199197699613803,0.004625448393326203,0.0011915576681698545,0.00037375046433850504,0.00011848626496154163,3.605290390604573e-05,1.182129943426281e-05,4.453032457260605e-06,1.9458311383358754e-06,9.91982321511512e-07,6.203882306541462e-07,4.686799640584106e-07,3.949592443176371e-07,3.5176667056453213e-07,3.208796888388147e-07,2.95197020844912e-07,2.69274816923364e-07,2.439979549667843e-07,2.2004478333109892e-07,1.9703074871528293e-07,1.754651975145034e-07,1.5512231235175444e-07,1.3647845050164569e-07,1.1944840058097526e-07,1.0407688501760299e-07,9.014401186797678e-08
g250,0.012006280795380976,0.07950286881377716,0.13318540701814402,0.0958241095052587,0.025997993069032332,0.004208088300944263,0.001067546327870158,0.00033566054155874945,0.00010587095964631593,3.095681387650093e-05,9.341875752800321e-06,3.1386556108146033e-06,1.2123100241813838e-06,5.720498865139848e-07,3.6490888314021516e-07,2.9606905414685094e-07,2.6504801045287865e-07,2.4510202886998816e-07,2.2843735565837278e-07,2.1279719669170938e-07,1.956164063124135e-07,1.781909491916412e-07,1.6132500372224152e-07,1.4489693023486293e-07,1.2936472239976402e-07,1.1461835765589926e-07,1.0103963562498643e-07,8.858778000001643e-08,7.730868558589128e-08,6.705806357699908e-08
g275,0.010446216678435741,0.06921240209467434,0.1169415577771019,0.08587831201207483,0.024044451834217117,0.003869858119030443,0.0009569155322499843,0.00030354611020330847,9.966098816132697e-05,3.101459766941355e-05,1.009360228750373e-05,3.5799500036904848e-06,1.367237478755907e-06,5.752076939955817e-07,3.0554707417012234e-07,2.192941820959252e-07,1.8736388376122722e-07,1.7175798760128762e-07,1.6052537842507246e-07,1.5025889328393916e-07,1.3874285249827333e-07,1.2685423311148442e-07,1.152004001505962e-07,1.0373040799566403e-07,9.280744003291348e-08,8.237859842763402e-08,7.273798639503266e-08,6.386660351764864e-08,5.58085543257022e-08,4.846766838704988e-08
g300,0.00901305399489912,0.06004021388881429,0.10270510578315847,0.07716169788714844,0.022432851457268928,0.0036247045586736745,0.0008602625149799242,0.0002689818764356571,8.994883202669917e-05,2.934223009960063e-05,1.023862310527528e-05,3.897333519239911e-06,1.557362278193086e-06,6.455510161761538e-07,3.0324455857775035e-07,1.8475207667920946e-07,1.4119704648958022e-07,1.2342383231419645e-07,1.1368872755111935e-07,1.0620720805363876e-07,9.828115265679436e-08,9.016221399932934e-08,8.216217489743885e-08,7.422490800920133e-08,6.661331478988221e-08,5.929521458520577e-08,5.249589325828248e-08,4.621003444701967e-08,4.047462514139531e-08,3.522918462334135e-08
g325,0.00789244209575787,0.05263530140693519,0.09072660426326296,0.06952264776053105,0.021199721784161407,0.003471190964625989,0.0007764160122674447,0.00023527487289408752,7.881802289262709e-05,2.6539963172512048e-05,9.805326225817866e-06,3.991428720590336e-06,1.6876329128056642e-06,7.180710568821536e-07,3.196813714898872e-07,1.693276179245517e-07,1.1129983319253289e-07,8.876687843077758e-08,7.867457567330828e-08,7.264861589849148e-08,6.71678195574139e-08,6.179323958888885e-08,5.652805024449858e-08,5.1268486004187515e-08,4.6183744120387545e-08,4.125775521216175e-08,3.665086837668292e-08,3.236593946585057e-08,2.843426544292426e-08,2.4820383863956768e-08
