,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
g350,0.035793197853012534,0.24053320069233275,0.4118501227201611,0.31357943288024936,0.09967275606071029,0.01886249715783096,0.004693105650945703,0.0014318804540915792,0.0005124773505017925,0.00019039504829400117,7.567119864608405e-05,3.448671927752437e-05,1.693209765311892e-05,8.503698648296504e-06,4.296663542100901e-06,2.2599637119159473e-06,1.2493233161096841e-06,7.542045454877368e-07,5.102395602825222e-07,3.8796499780084176e-07,3.216556217047282e-07,2.8251069701382e-07,2.564023038404102e-07,2.355805788108371e-07,2.1730052705088646e-07,1.9988866448584039e-07,1.8328913827969107e-07,1.6724638347592981e-07,1.5186111108675406e-07,1.369946877509718e-07
g375,0.030371446070956133,0.2055065980977515,0.3592420784301709,0.2819323697721551,0.0971881030285114,0.0192361915207937,0.004644098924414481,0.001303659804641513,0.00043371889833621286,0.00016075919837400481,6.569795695624697e-05,3.154164727320571e-05,1.65386295106087e-05,8.946996801569648e-06,4.854448292332725e-06,2.694125446762053e-06,1.5199126660696802e-06,8.891060754698935e-07,5.494111709076104e-07,3.660998203539678e-07,2.653334491456444e-07,2.0916267176671954e-07,1.7674895148183588e-07,1.559432252150538e-07,1.4098879155039296e-07,1.2874505384427439e-07,1.1798362255562107e-07,1.0795259989723972e-07,9.843794747365556e-08,8.922812348287658e-08
g400,0.026287870790568636,0.1788190290460793,0.3165976021004885,0.2568068673559575,0.09812818508526013,0.02073621547782717,0.004950535546597574,0.0012775973635599435,0.0003814835997089587,0.00013442915918912722,5.492176542965458e-05,2.7073622479908598e-05,1.4841944733228207e-05,8.48511852102825e-06,4.892063583982673e-06,2.876032590920221e-06,1.7046152131609254e-06,1.0275571949233738e-06,6.333157756493652e-07,4.0276046259155486e-07,2.677191270551716e-07,1.8876296529020083e-07,1.4284303453913305e-07,1.1522614408313398e-07,9.779148299690315e-08,8.589727925345711e-08,7.705527765837451e-08,6.980413136627908e-08,6.343996545573449e-08,5.752740755810098e-08
g425,0.0224663435425169,0.15469935539823104,0.27905067799951777,0.23820852481593094,0.10212929231731324,0.023263011836539886,0.005671172814730752,0.0013920822259019187,0.0003654531946994486,0.000114053210889997,4.503774692336209e-05,2.230089557027697e-05,1.2526902332774277e-05,7.3975948050071505e-06,4.429271595054732e-06,2.701154189537419e-06,1.6608408209404377e-06,1.0341659952965619e-06,6.524626432657278e-07,4.175937131795807e-07,2.729848035870179e-07,1.8374628200582213e-07,1.2925901811665318e-07,9.559256605938804e-08,7.442469507258675e-08,6.077616149294389e-08,5.164857858101066e-08,4.511825372074726e-08,4.011256076102074e-08,3.5944427939273037e-08
g450,0.018755248403338094,0.1317363505075046,0.2468998908679986,0.22687738234387841,0.10980643779831845,0.02744085816621966,0.006909485391976143,0.0016342781979993208,0.0003899271309235648,0.00010212263760797428,3.674386509698819e-05,1.7799185020680407e-05,1.0092884883451848e-05,6.0785530129573665e-06,3.7353754247607326e-06,2.3350257038083628e-06,1.4728271316298412e-06,9.39082260110675e-07,6.048533308073356e-07,3.9286237564522144e-07,2.58368948496566e-07,1.7249172348264415e-07,1.1816304729339032e-07,8.350293562559875e-08,6.113959867180527e-08,4.65787382614238e-08,3.698343630013498e-08,3.0448785144241635e-08,2.582804733523354e-08,2.2358687179643758e-08
g475,0.015883111301759116,0.1138328520160472,0.22359397889989502,0.22260681146440614,0.12148669845145409,0.03386037310448811,0.008913525625028363,0.0021438530255682734,0.0004904763216387837,0.00010570720701621969,3.110397606594713e-05,1.401966377916162e-05,7.863164490309795e-06,4.759611145587497e-06,2.957135705843066e-06,1.8672932907293438e-06,1.1897029171751346e-06,7.656049706150571e-07,4.972106153968052e-07,3.250617157636693e-07,2.146187437267213e-07,1.4313238060677863e-07,9.721433084326163e-08,6.743021854814023e-08,4.790255467794145e-08,3.50215732106783e-08,2.647088350174374e-08,2.0683328093771794e-08,1.6679716849042205e-08,1.3807914731946329e-08
g500,0.01393789584119152,0.10178494638954705,0.2094597295409987,0.22521011802586965,0.13799654734278807,0.04375113679345957,0.012157203889518636,0.00307222390387163,0.0007041846202598298,0.00013618211286581434,2.9584941153458454e-05,1.1176781043930465e-05,6.016337195550689e-06,3.625029397475451e-06,2.259346480842403e-06,1.432466611812266e-06,9.151867326375126e-07,5.901527170385626e-07,3.835242298434926e-07,2.505690646965143e-07,1.6504643709716728e-07,1.095293765057986e-07,7.375583461428503e-08,5.048786322554297e-08,3.518866857950777e-08,2.5078950821798902e-08,1.8364193482590897e-08,1.3832723113479222e-08,1.0724495212127389e-08,8.530214644356043e-09
g525,0.012391916054904365,0.09279258170163718,0.20173397037959648,0.23430961383600943,0.15992117775994813,0.058654087131984785,0.017279567085963794,0.004715053745697107,0.00110481357722223,0.0002176097427042072,3.6129502911320626e-05,9.63128279445753e-06,4.600212263080192e-06,2.7170946837912703e-06,1.688287165700063e-06,1.0711873649251164e-06,6.835794480349881e-07,4.4009333423991593e-07,2.850679004035798e-07,1.8535003691277597e-07,1.2128822592369564e-07,7.977688764648146e-08,5.3106628752287396e-08,3.5827147184723616e-08,2.4526011922200985e-08,1.711132463763381e-08,1.2231328230790772e-08,8.97418397635404e-09,6.771713905904411e-09,5.24142829162871e-09
g550,0.011649648313695039,0.0888293987883615,0.20188101161356764,0.24886363816670337,0.18758480026561566,0.08062619089076838,0.02538197293208491,0.007544993852594376,0.001833630043444436,0.00039438073683506356,6.040471835187545e-05,1.046609212236356e-05,3.665192954678369e-06,2.0274443552322987e-06,1.2457308171323162e-06,7.888029442535444e-07,5.01930780750633e-07,3.2202973804993723e-07,2.0756375830196128e-07,1.3407170767066132e-07,8.698751839337863e-08,5.659684583959055e-08,3.7166808785446707e-08,2.4660278137728076e-08,1.6547994361236952e-08,1.1282357613119723e-08,7.86246395676852e-09,5.616881663683837e-09,4.1276012572090015e-09,3.115469699701995e-09
g575,0.01121811094970029,0.08774308284314712,0.20666460526344554,0.26738006228697553,0.22133093379213473,0.1119512921678989,0.038468585976897667,0.012356037991648968,0.0031780364310468497,0.0007461101915782835,0.0001247574584873309,1.689222605807349e-05,3.465581818552558e-06,1.5430986356034929e-06,9.151544630093083e-07,5.758788826339056e-07,3.651578355879598e-07,2.332586939210005e-07,1.495505123836872e-07,9.591050153938322e-08,6.167216819576531e-08,3.967442317692333e-08,2.56891940407004e-08,1.67545399613602e-08,1.1011298429612789e-08,7.326739619851264e-09,4.967840878157677e-09,3.4460694270435692e-09,2.457732560582928e-09,1.8021881685030368e-09
g600,0.010498719854151007,0.08519232876444459,0.2097276710021883,0.28752924143624725,0.26101634246451094,0.15432565710989066,0.059567494751289245,0.020442822638343263,0.005693003454182458,0.001417231873982867,0.0002780519086875607,3.800588779272447e-05,5.024655401691739e-06,1.3153579923802952e-06,6.795766426079325e-07,4.1904867690702765e-07,2.643476388059582e-07,1.680289302033391e-07,1.0713367319517226e-07,6.820827316708685e-08,4.346975409289872e-08,2.7658396738963887e-08,1.7668400357034454e-08,1.1336449496561176e-08,7.304583086196867e-09,4.748245879581716e-09,3.134601400424106e-09,2.1108058853150738e-09,1.4589247153718884e-09,1.0362944873484857e-09
