,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
g000,0.791292254179938,4.264870756551619,5.077267993393937,2.2154778276627876,0.3117642693879938,0.03304640516009762,0.010728136431457154,0.005634086256247806,0.003265369373743362,0.0016679890440205831,0.0008306500516428591,0.0004202567407232544,0.00021457612802579216,0.00010794965460410828,5.394444383885607e-05,2.724817647753892e-05,1.3791961320148338e-05,7.017408374747476e-06,3.5820721359257263e-06,1.8266474979291778e-06,9.280989248619725e-07,4.7323630551950776e-07,2.462786363507851e-07,1.3260523878892416e-07,7.52746935823317e-08,4.6461615965854904e-08,3.146960261051205e-08,2.3202770694183938e-08,1.829046584228038e-08,1.5055756156776906e-08
g025,0.6164525788334534,3.4229541925630604,4.227711510857447,1.9213395044739587,0.2956703858148989,0.03807789632825589,0.012131167880899777,0.0056277467917937385,0.0030486852099149216,0.00155441609235484,0.00079371616385643,0.0004142436451488839,0.00021837477414881422,0.00011371387352722224,5.8980444953052574e-05,3.1042679934940116e-05,1.647511145514648e-05,8.860204879205579e-06,4.823816383446786e-06,2.6508105940626218e-06,1.4701459714223303e-06,8.282698548097522e-07,4.810726241815046e-07,2.908717872864535e-07,1.85164155962155e-07,1.2584337614774445e-07,9.135877564430519e-08,7.028618233744371e-08,5.665751933395334e-08,4.7163063744120344e-08
g050,0.48382326207884524,2.7611516171475787,3.5186154819918327,1.6611664503148553,0.27732457855376696,0.04206929679946363,0.014128543100209353,0.00608405892013353,0.0029368853429858712,0.0014230204763268162,0.000725079985669941,0.0003849843693419463,0.00020793618097902212,0.00011143543052434952,5.968221918218554e-05,3.2558908110044263e-05,1.8013926893022975e-05,1.0175847195101956e-05,5.873494446667069e-06,3.461197880594514e-06,2.084483107258576e-06,1.2897599792152977e-06,8.280492265930235e-07,5.528346298302142e-07,3.8464063674790533e-07,2.7956649055765074e-07,2.1148889739041198e-07,1.65603591091147e-07,1.335154939532474e-07,1.1007269733297949e-07
g075,0.38292566471540535,2.2360202498253843,2.9090829199431796,1.4330943171158446,0.257827032410592,0.044386007158703236,0.01574839630227074,0.006502103750647678,0.0028186365741871937,0.0012799922142125325,0.0006459393204972257,0.00034843721751545795,0.00019321294943295628,0.00010686182144283364,5.923003234672253e-05,3.3519736052515855e-05,1.931969015864876e-05,1.1433756221471337e-05,6.964426591469302e-06,4.367413413672722e-06,2.819234394433591e-06,1.87821071671331e-06,1.2976930149121113e-06,9.269840514036716e-07,6.829607121931875e-07,5.178098299454022e-07,4.0235085982127504e-07,3.190603238620734e-07,2.574839601694298e-07,2.107048062213575e-07
g100,0.2951014656105366,1.7661577047278354,2.375997258806082,1.2305498090634825,0.2360635637600817,0.043269208906472845,0.01584018562232901,0.006661378687835511,0.0027299140784843652,0.0011493732074246805,0.0005568049479468267,0.00029888918595947876,0.00016869394099872643,9.604587063481098e-05,5.5132267037775044e-05,3.2445742991076716e-05,1.955013157600374e-05,1.217392965318914e-05,7.86394238253442e-06,5.27564341331993e-06,3.666529396868984e-06,2.639932530202291e-06,1.9704009313090886e-06,1.513815950312496e-06,1.1910518073807302e-06,9.541081487094858e-07,7.751345212672843e-07,6.358969827129027e-07,5.257066726522092e-07,4.3648506169629183e-07
g125,0.22816630814181071,1.398277434533812,1.9549907091878755,1.0569044934989567,0.21467623378629053,0.040077322215383245,0.014400565939420774,0.0061091856394287795,0.0024707651938220216,0.000994998434163592,0.0004606562451844692,0.00024328725767331776,0.0001388774665374035,8.121044544344811e-05,4.8232897924657935e-05,2.9473048559328952e-05,1.851084430848959e-05,1.2065973426187892e-05,8.19831660965385e-06,5.812431075841895e-06,4.280265547847265e-06,3.2665745560384047e-06,2.5785459121901463e-06,2.0868959260928697e-06,1.7218935396088152e-06,1.4385538076458954e-06,1.213166838497788e-06,1.0285612100557474e-06,8.752745980882517e-07,7.449590121099323e-07
g150,0.18211981050271847,1.1347648225395295,1.625464290004448,0.9104810797776574,0.1950088204215201,0.03663987605973568,0.012946795424720492,0.005622037839114668,0.0022805043068819756,0.000878781927627543,0.00037601981420240266,0.00018843032590123613,0.00010644015077805869,6.332848030018897e-05,3.878297392577689e-05,2.4537582732057384e-05,1.5986227582753318e-05,1.0816803222606602e-05,7.632329305138516e-06,5.620233379120815e-06,4.295863721806835e-06,3.3974281736803427e-06,2.7722929622627257e-06,2.3129444153938553e-06,1.9620319108193192e-06,1.6808292949175832e-06,1.4504596113891486e-06,1.2560675203975302e-06,1.0898492027957403e-06,9.443101560061535e-07
g175,0.145108266631762,0.9194491704827771,1.3415039216641274,0.7868285853395918,0.17720419948822907,0.033232149239765654,0.011346257191800393,0.004861549035317186,0.0019771368417285046,0.0007405188973088097,0.0002936120963341913,0.00013650542136579383,7.402918328299789e-05,4.37801061189755e-05,2.7252338444242727e-05,1.772928128378886e-05,1.1950341357590898e-05,8.390718818886534e-06,6.147782641268055e-06,4.6958424445207925e-06,3.712035492339865e-06,3.024005770939257e-06,2.530701224757507e-06,2.156708701636075e-06,1.8627068483560995e-06,1.620257561135356e-06,1.416899758060622e-06,1.2415393938728835e-06,1.0886039358353958e-06,9.522659753716452e-07
g200,0.11222679386658309,0.7250354323129147,1.0974170062446849,0.6808119992087633,0.16072015623033514,0.03004394463485689,0.00993981977226109,0.004149698300190303,0.0016490510785048362,0.0005824770776078271,0.00020986218521551998,8.806437327094446e-05,4.4170289330034864e-05,2.517588276522391e-05,1.5710696979388826e-05,1.0530374467613348e-05,7.433620308409846e-06,5.510571002729999e-06,4.2692434525475824e-06,3.437650803190503e-06,2.8447234345248434e-06,2.406811816192615e-06,2.075781531417866e-06,1.8112575175875966e-06,1.5937771206642086e-06,1.407091983861277e-06,1.2455994254715512e-06,1.1027548367398235e-06,9.755796128910532e-07,8.601760149061164e-07
g225,0.08915061017222715,0.582871119766453,0.9127591158457806,0.5913053713887032,0.14557096305283343,0.026919890955930784,0.00858451082213908,0.003415607399154347,0.0013011389655608555,0.00043212664873333714,0.0001429250371470646,5.354823788468632e-05,2.3750749900855694e-05,1.2438604619919427e-05,7.660149775334716e-06,5.367827132440055e-06,4.068613287501072e-06,3.2569778481259415e-06,2.709200978524114e-06,2.31818277815948e-06,2.0136386946027805e-06,1.7691234487108492e-06,1.57016467931108e-06,1.4002094346480927e-06,1.252873416813017e-06,1.120691419987828e-06,1.002564022627271e-06,8.953865326587412e-07,7.98072588335667e-07,7.082916973686624e-07
g250,0.07294002467258592,0.48020011265068724,0.7705162007265379,0.5151003964579934,0.1320853770734861,0.024029763017139247,0.007314554860807482,0.0027477045465981306,0.0010161852250507187,0.00032837925323585075,0.00010503973138576377,3.714253955671807e-05,1.4958133648076333e-05,7.0527183176195916e-06,4.14053393914648e-06,2.9640507087478264e-06,2.3666058507585275e-06,2.00310285615846e-06,1.7493969616328257e-06,1.5575207701962549e-06,1.3953124696085148e-06,1.25578647818715e-06,1.135670289379388e-06,1.027662959641147e-06,9.302463348098012e-07,8.398687302698371e-07,7.570608615300685e-07,6.804063568253166e-07,6.097115553263765e-07,5.436982772444769e-07
g275,0.0610569753810002,0.4030860461735875,0.6557591692184604,0.45038709835482343,0.12054370370545252,0.021730558085801658,0.006315820817505681,0.002285711300647573,0.0008567055831570451,0.00028749146863794834,9.700444082385623e-05,3.582884209848328e-05,1.436550493086691e-05,6.241893246052516e-06,3.197962976760494e-06,2.0540238726607407e-06,1.5598317880790377e-06,1.3099420233558254e-06,1.1565757089252448e-06,1.0469662280237402e-06,9.535357378520606e-07,8.710210770010648e-07,7.976680862363566e-07,7.292256019025591e-07,6.655947144116636e-07,6.049217988751456e-07,5.481807852081751e-07,4.948114958956996e-07,4.44997679493279e-07,3.980283530572935e-07
g300,0.05119568137508551,0.33959938738933343,0.5585664127517105,0.39615998536046787,0.11131608660989997,0.02022102882413583,0.0056091071227187825,0.0019333980760201503,0.0007270193331415906,0.00025385307718581396,9.100075568042645e-05,3.610880887068497e-05,1.5383371240331402e-05,6.833052511395604e-06,3.294999144688629e-06,1.863747250287909e-06,1.2450705467961341e-06,9.62823697374435e-07,8.187144916222371e-07,7.333946439694846e-07,6.693666896322852e-07,6.157599017385363e-07,5.684549437102889e-07,5.235859584401845e-07,4.810032015689599e-07,4.395096142751893e-07,4.000559926839314e-07,3.6242921447323583e-07,3.2691191233357005e-07,2.931283338584128e-07
g325,0.042415285359487846,0.28335417492172177,0.4763860616626889,0.35074337985861126,0.10417668056650198,0.019213360095816708,0.005062153320607326,0.0016491591525860292,0.0006122037751775288,0.0002216298097317449,8.406159047115466e-05,3.586614575506646e-05,1.6409357400311316e-05,7.698760496111167e-06,3.7187518688101258e-06,1.9557075987692584e-06,1.1483552765707237e-06,7.784139075547917e-07,6.030556871910965e-07,5.14029556048448e-07,4.596268462049228e-07,4.2076491407292954e-07,3.8925363408193315e-07,3.601587547742875e-07,3.3254944088671663e-07,3.053432915612801e-07,2.7915220077676685e-07,2.5387012179285074e-07,2.297523383421359e-07,2.0660111756186802e-07
