,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,C609,C370,HCO+4,H2S1,H2S2,H2S3,H2
g000,0.1432546899595064,0.9296253534044362,1.6684765613605916,1.3390556363928858,0.4513617993688864,0.1181857012754394,0.0401892561658094,0.0227669364983567,0.0164796290446966,0.0114406454207924,0.0078680913584993,0.0053850628303718,0.0036571381800029,3.464690445551473,4.1238705238932765,0.0025595327931602,0.0443622497698595,0.0566870150138761,0.1443504265560941,0.2166957050246517
g025,0.141982952233481,0.928352264313355,1.676561052956492,1.3741827796206254,0.5271982983861523,0.1784330528300074,0.0661098443908639,0.0294183191842199,0.0172231248718746,0.0115721445086226,0.0081857720592254,0.0058480015171144,0.0041707936541346,4.108066886655379,5.531239060924628,0.0025104287321413,0.0478748383934981,0.0661681152270321,0.1552052779581118,0.2396215119190527
g050,0.1390174645636616,0.913613168193836,1.6531994538384691,1.3763034901434938,0.5847525619322969,0.243687893046023,0.1113650278187662,0.049265633180247,0.0214100434875817,0.0118314790973286,0.0079956151080247,0.0057812267902552,0.0042301839357044,4.725468281542234,7.068647750785583,0.0024854792872375,0.0528134746849111,0.0836514495956937,0.1746263218377194,0.2890319085739197
g075,0.1345543761358942,0.8875077909166472,1.6042802015699622,1.3537503124646773,0.6242420350034873,0.3020129432547657,0.1603810831593089,0.075234490687866,0.0282514088886842,0.0126908137523642,0.0077941564965991,0.0055841364450315,0.0041525694620022,5.2907876984692175,8.634797076985576,0.0024780008579403,0.0614703632374304,0.116004893926617,0.2090087132761674,0.3935146321599694
g100,0.1283923502408851,0.8491920140658036,1.5290185832192529,1.3039654931271183,0.6349270218373596,0.3395242802506948,0.2097611291163175,0.115726868401525,0.0443101490114663,0.0164794272056265,0.0080966316213564,0.0052847601734381,0.0038877092829053,5.799361073714807,10.161145394592664,0.002529454236311,0.0802764363885325,0.1762535861681601,0.2761751828888274,0.5836500598718484
g125,0.1200024815133364,0.7973445558429711,1.4323713983751931,1.2361006955501097,0.6196664906672388,0.3460116250581198,0.2331647234255351,0.1465894079599594,0.0629719496148636,0.0231425103988377,0.0094965229040132,0.0051979650461072,0.0035655769048197,6.256895459734278,11.603088963223785,0.0026455351521811,0.1266657173393141,0.2859198982622868,0.4212065917743834,0.9269069465272342
g150,0.1087811523394565,0.7297948593494424,1.3224648058878548,1.163399422343364,0.5990250632916424,0.3482597661089545,0.2543305695382932,0.1807996410903967,0.0886353146074437,0.0349278698453137,0.0131638526705805,0.0058341256559175,0.0033833494625857,6.660264544121798,12.93581816425934,0.0028121275647419,0.2310219961549227,0.4745508339458759,0.7420597300866704,1.6186315450689717
g175,0.0966721643875263,0.6555333226817989,1.2121525642916708,1.0827321627277653,0.5631470220651855,0.3263137471184358,0.2434007917722969,0.1880710881145538,0.1048902870612062,0.0464531321825143,0.0181719529884139,0.0072670055053647,0.0034613838447373,7.00603293412426,14.174629514434642,0.0030635597186071,0.4182303198254025,0.7664246390547049,1.380575789787282,2.9178357114133155
g200,0.0893747677149099,0.6044811122785683,1.1218957481524008,1.0031430401941548,0.5262770799772744,0.299712943062774,0.2222613834753116,0.1817009703982375,0.1109939727629974,0.0541724546297056,0.0228381770023126,0.0091017478039125,0.0038256848515558,7.295247660969227,15.324809249394589,0.0034012583711399,0.6987298709216676,1.1569832841225838,2.4135838516155363,4.9292327161387295
g225,0.0831793313865042,0.5618792422926333,1.0362396122330575,0.9265737833326896,0.490018282534906,0.2699144727163384,0.1918367770926844,0.1582474132816548,0.1024933014785226,0.0535694517755423,0.0241286100481192,0.0099591334941278,0.0040555778872394,7.552079113837545,16.43197250838496,0.0038257624766763,1.0698471164390075,1.6080045734597643,3.78301097282682,7.573622316566626
g250,0.0756828832334323,0.5130635280964487,0.945238798924926,0.8549829705916558,0.456845988730939,0.2412568154920173,0.1603633409868194,0.1282703740028665,0.0870603674379073,0.0470027962007299,0.0218232569944794,0.0092468815090699,0.0038022091224333,7.777945489653667,17.52107431661639,0.0043394695936908,1.4767668495090112,2.0191451673805934,5.238108831692402,10.506379686613531
g275,0.0671194532376392,0.4585435930248003,0.8547625161343368,0.7924140903615423,0.4314114757306594,0.220230437877678,0.1363218078437487,0.1015832776720881,0.0710882204921853,0.0383545767808176,0.0178165184496091,0.0076278504509639,0.0031950724934968,7.947413097400266,18.57952172076483,0.0049391459926015,1.815916064578222,2.2980060656352106,6.457260574517316,13.303994207247529
g300,0.0597473629543583,0.4099310031445211,0.7758059116508009,0.740109976519916,0.4137188496654729,0.205870582871994,0.1173203075868875,0.0768989139544071,0.0531054392201804,0.0284271321581817,0.0132892990440066,0.0058500227636429,0.0025672188876386,8.04220825848283,19.558600669122807,0.0056533838303944,2.0641163400428324,2.402623988916365,7.197938382677666,15.3452037947528
g325,0.0534449427788706,0.3688310794211152,0.7095030049640689,0.6982235351751206,0.4028209091059653,0.1972558197311618,0.104988456894031,0.0598894515681053,0.0389281328316527,0.0212432975065441,0.0101005368441574,0.0046008050572805,0.0021335537358973,8.052816216054755,20.408045696494533,0.0064387640821346,2.2465610896551227,2.3831312994910627,7.450828303584159,16.318848197412137
g350,0.0479196843303006,0.3332012552896227,0.6549300424627897,0.6677328036534778,0.4007082915430395,0.1957357499190883,0.1000882622045506,0.0508483770957743,0.0292042530873841,0.0161889987468733,0.0077197691645497,0.003611496139545,0.0017822562912056,7.969467623994207,21.0615037950895,0.0073029230332547,2.4094432909925736,2.2973701525973858,7.350327749358562,16.314053822860377
g375,0.0434911852067792,0.3042735004177964,0.6112845202493966,0.6450837175780784,0.4054786510139596,0.2014414893566554,0.1020164933295882,0.0475137006608932,0.0226071295708711,0.0118008319812319,0.0055380314937762,0.0026727653409575,0.0014382170834937,7.805916156126558,21.51182551561021,0.0082802030963554,2.585199069627806,2.1890948540003583,7.108859344907399,15.82002970226398
g400,0.0403882272768077,0.2838187525505046,0.5805946255583118,0.6342064029014747,0.4216476167654387,0.2160779024675565,0.1107425277110616,0.0499369282361169,0.0200333629054459,0.0088257054723881,0.0040131587445777,0.0019994723764398,0.0011697058103427,7.621100645832914,21.931735838479494,0.0093764841367365,2.768816634218255,2.067617206737124,6.74683368800181,14.941710074827323
g425,0.037752009822064,0.2675085175099549,0.5579704790558744,0.6329594681695736,0.4472282897714555,0.2387399854903993,0.1273498670315344,0.0593003088182661,0.0219334169793543,0.0076605661857783,0.0031221830630771,0.0015436966547478,0.0009454888955354,7.459995326583026,22.41349445782795,0.0106391532736015,2.9616453914665546,1.941040589724156,6.350169852963592,13.94788957379052
g450,0.0354796354277998,0.2542138845616536,0.5436159526375548,0.6429078768867541,0.4847093239908603,0.2710155146025885,0.1498660236691595,0.0732369591855706,0.0280958569699429,0.0085106904996935,0.0027520795674464,0.0012218339829924,0.0007453289246808,7.319217627480163,22.891905991525277,0.0120423911694973,3.170600454595016,1.811141208292456,5.934192062601472,12.904545052622938
g475,0.0336770917741118,0.2448743653634462,0.5381522552870011,0.6654829815555123,0.5369026379224592,0.3169882118736367,0.1825548659899896,0.095405280188698,0.0397703967938384,0.0121107136149823,0.0031207466190909,0.0010506830881641,0.0005795333952705,7.171274724284665,23.28333330151454,0.0136672462532232,3.3958232245951003,1.6798579316394524,5.512444787053387,11.85952740408739
g500,0.032202412756759,0.2383874769624372,0.5415719063362541,0.702036158346348,0.6064308869514506,0.3807701382191951,0.2274882830128083,0.1266575004068356,0.0580845356768929,0.019602297797113,0.0047834737140204,0.0011451648822631,0.0004698250332364,6.989196632800081,23.51563770753457,0.0155920493544361,3.63602724568096,1.5489669035946116,5.092172694659269,10.84002365612928
g525,0.0312807245326582,0.2361616235933456,0.5551811186619158,0.7529248380644755,0.6957784990207232,0.4678749973411994,0.2886108153191299,0.1697130051876806,0.0849269627148323,0.0326055980150753,0.0087411249621847,0.0018007330972604,0.0004606840218229,6.7730404633498384,23.59734520488021,0.017856013531415,3.878898080675577,1.4193774676976505,4.677098350144243,9.859447217858513
g550,0.0307840653346229,0.2375643216548673,0.5779110851922269,0.8186523798891814,0.808123844349831,0.5861384055373622,0.3723968802029567,0.2287116514489451,0.1232959596870408,0.0534126887578566,0.0166063411393244,0.0036430541920724,0.0006796423161906,6.54218721825155,23.59132427160608,0.0205477213471503,4.0976132191572185,1.2873422567036008,4.259216703718293,8.897022542151722
