,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
g000,0.17008032532944364,0.9541663577546003,1.2469470374751885,0.6259981941907631,0.1119440011638009,0.016490680201784343,0.005395761926014161,0.0028917301275035658,0.0018307197685080243,0.0010408755684854366,0.0005795941495321417,0.00032053223769152006,0.00017529008021577346,9.27719583657891e-05,4.763616394165576e-05,2.4043948729146527e-05,1.1853569394595467e-05,5.727046817064643e-06,2.7145063448177452e-06,1.2587963555813915e-06,5.68343581160799e-07,2.5097143667568464e-07,1.0935284418063396e-07,4.693066160257475e-08,1.9723066291327958e-08,8.289736055565881e-09,3.537817455221924e-09,1.5843145924757169e-09,7.825559003641928e-10,4.417307034250152e-10
g025,0.14124051799300608,0.8108590495944346,1.090139937246651,0.5672933276259041,0.11391594852708964,0.021443789241977835,0.007121231003289324,0.0031765169572689858,0.0017733040172909973,0.0009885698871991747,0.0005605782463105225,0.0003182929148449335,0.0001787414132237911,9.718686559673836e-05,5.13120594543832e-05,2.6681823200973744e-05,1.3603207965080414e-05,6.836415562920474e-06,3.395104538764291e-06,1.664377084364718e-06,8.048091044764048e-07,3.862456632033538e-07,1.8603140768445135e-07,9.027282924507655e-08,4.432208372302398e-08,2.2542032760355213e-08,1.2119711898071155e-08,7.044240875253922e-09,4.496948967701257e-09,3.135933389892588e-09
g050,0.11797606898718281,0.691184658979916,0.9476009470852936,0.5107523221162014,0.11332044664575175,0.02594334438091707,0.00965809566212561,0.004045624129463746,0.0018661071468007002,0.0009356626160695105,0.0005167867155945095,0.00029576062152339655,0.0001691214742767203,9.396054267259432e-05,5.0790876744340803e-05,2.7114410833560207e-05,1.4265263085907619e-05,7.460685155995054e-06,3.904475110345021e-06,2.0543991376218432e-06,1.0945202516326704e-06,5.97838056944328e-07,3.397254236992688e-07,2.0164043254113235e-07,1.250115804717723e-07,8.116363227589675e-08,5.4916554858976375e-08,3.850250530198192e-08,2.784121587486055e-08,2.06488165028346e-08
g075,0.09798521871903215,0.5845532994519688,0.8133095972225145,0.45750531920395393,0.11053576326260435,0.02917271141998881,0.011826235234690207,0.004826993794801002,0.0019381332903003793,0.0008743569376368304,0.00046776283678895213,0.00026990984794406775,0.00015766402113219372,8.986274188686078e-05,4.993010575438104e-05,2.7460756844642386e-05,1.4955186385156674e-05,8.160288086826934e-06,4.506924077948736e-06,2.5411765461832545e-06,1.476503474748096e-06,8.934253815778722e-07,5.676809738249935e-07,3.771489689140096e-07,2.601560717311977e-07,1.8533403502114528e-07,1.3542083988341429e-07,1.0091753451989667e-07,7.64750914356536e-08,5.874565977522553e-08
g100,0.07900847289351393,0.4814864247957347,0.6877896769780758,0.40698739149893676,0.10437805148081453,0.02935366217432716,0.012664251417188492,0.005480337851539606,0.0020871130801297425,0.000837977781159033,0.0004136812151209702,0.00023353786427831037,0.00013766686715853112,8.015777380492932e-05,4.575289581026849e-05,2.5964214018858134e-05,1.4689102175846734e-05,8.413509490421663e-06,4.951372675150458e-06,3.0327709121561886e-06,1.9522652299105146e-06,1.3294410438238414e-06,9.579975705605461e-07,7.214796457375655e-07,5.611744191172425e-07,4.4587586153360713e-07,3.5934340774914353e-07,2.919861706467534e-07,2.3859482992772084e-07,1.9526173462783327e-07
g125,0.06246272896789996,0.3902938463289487,0.5804518700794189,0.36097541225242485,0.09637115695897566,0.027049596808876912,0.011479045921973272,0.005000936947058445,0.0018831020374995753,0.0007246359817070835,0.00034288472500306865,0.00019065012966418846,0.00011321351937891659,6.719761919206604e-05,3.9368401536820984e-05,2.306218883377115e-05,1.3577496239094952e-05,8.185039897627198e-06,5.143510779854289e-06,3.416730592046754e-06,2.4124429594842856e-06,1.8090234987553305e-06,1.4301682021234404e-06,1.1723597889908998e-06,9.843686341693854e-07,8.371661751728338e-07,7.174841686614184e-07,6.16690558369691e-07,5.306727570775916e-07,4.5546409387616167e-07
g150,0.05060469969565573,0.32204366600520523,0.4953195006892099,0.32059218539588147,0.08835849927024593,0.024450753573635776,0.010209060802859297,0.004512728011477488,0.0016751097331158188,0.0006096496045364759,0.00027045967488665374,0.00014597957240365992,8.690885327420902e-05,5.2589686772791096e-05,3.168125481298947e-05,1.9180021335770457e-05,1.1737560445790968e-05,7.4044090069086585e-06,4.901345323949777e-06,3.445947059909937e-06,2.576528259235857e-06,2.037995111874171e-06,1.688574201069761e-06,1.4411038933553543e-06,1.2529102004792687e-06,1.0984612888944686e-06,9.673700591286151e-07,8.522134260237788e-07,7.499471597370473e-07,6.570343722834497e-07
g175,0.04156755052242999,0.2685460093986465,0.4247599954654603,0.28485471344157604,0.08049507034570924,0.021350366973995855,0.008225391105662661,0.0033685030546193066,0.001221034050440284,0.00043983616471713916,0.0001910426877771992,0.00010102628970991999,5.967435380962018e-05,3.627889770667326e-05,2.2183478026156962e-05,1.3748832814692296e-05,8.691537663283543e-06,5.714936126576226e-06,3.970682684060158e-06,2.9387272012353754e-06,2.3060976691015543e-06,1.9009738721539901e-06,1.6278546223803375e-06,1.4255052484097693e-06,1.264879813108864e-06,1.127362824940603e-06,1.0066799329087902e-06,8.975457336926676e-07,7.981804713558179e-07,7.059885282607568e-07
g200,0.03508311015620935,0.2280005710016939,0.36806037041774,0.2530893732587099,0.07350525377590199,0.01877862940179472,0.00672329782538549,0.0025863413593580887,0.0009257404065625955,0.00032064617502423616,0.0001282156066081101,6.203276789311824e-05,3.443142957110189e-05,2.0303852349215207e-05,1.239062940128726e-05,7.852340785121609e-06,5.186159849992134e-06,3.626767748834897e-06,2.7074152231325682e-06,2.153886071570104e-06,1.799486875101543e-06,1.558171328935232e-06,1.3835082680362514e-06,1.2435289402773743e-06,1.1247026963228102e-06,1.0169713763615214e-06,9.184999470230076e-07,8.266576377281113e-07,7.410524204883915e-07,6.600981223887583e-07
g225,0.02979844298100652,0.19535012146657307,0.32068575870771954,0.22497924508247502,0.06749696979806945,0.016699702204969958,0.005641764547421632,0.0020886781481506103,0.0007458111417919374,0.0002443920306711982,8.580010119898623e-05,3.503257288141065e-05,1.6770325649979788e-05,9.04637177631475e-06,5.430189768303397e-06,3.6007100756458295e-06,2.591383620458338e-06,2.0127889178540586e-06,1.6662102362691874e-06,1.4475533735394832e-06,1.2922327217047554e-06,1.1723936173107296e-06,1.074396270694711e-06,9.86641371491549e-07,9.058387092329756e-07,8.280661981932392e-07,7.54194066120134e-07,6.834266817741844e-07,6.162033218304065e-07,5.516626532440106e-07
g250,0.02557928750780549,0.16860774857188274,0.2798534374839367,0.19996329700959944,0.06248580642328554,0.015040769225922667,0.004821601516663778,0.001737758292053104,0.0006276892758380724,0.00020152373193000855,6.585440648089684e-05,2.361734253407113e-05,9.582721925533716e-06,4.4530708416931e-06,2.5209707870027936e-06,1.7454725393502423e-06,1.3802500590102312e-06,1.1847743756757563e-06,1.065306006565026e-06,9.830291164198733e-07,9.139591764805756e-07,8.516951867782699e-07,7.943401804149089e-07,7.381145991937282e-07,6.833003487611585e-07,6.284651151622016e-07,5.751446060238989e-07,5.232147678931576e-07,4.733185275131858e-07,4.2501901270755515e-07
g275,0.022048655411026196,0.14598328002244132,0.24346261051373147,0.1785424645368046,0.058564971697330666,0.013841088121448035,0.00422304108471176,0.0014919819375307686,0.0005570315113853983,0.0001867562609038248,6.385583115621481e-05,2.356543406594395e-05,9.342962201943223e-06,3.927486520715747e-06,1.913309530141224e-06,1.1857025769115315e-06,9.024535261639176e-07,7.815964542855391e-07,7.19070564143599e-07,6.780734976057727e-07,6.41047621631015e-07,6.047020486884969e-07,5.689619971002275e-07,5.320768041625426e-07,4.949414975243522e-07,4.5689134000867484e-07,4.1933037809810725e-07,3.8236643803385924e-07,3.4657644443978315e-07,3.117284722953231e-07
g300,0.018432480569696836,0.12331533245976707,0.2097914235915828,0.16086248242938272,0.055897302166485446,0.013220600555634322,0.003853720350986978,0.0013006019337060458,0.0004912383191542296,0.0001719766622767778,6.256178959275831e-05,2.5003668769296585e-05,1.0665321146219578e-05,4.661492155879386e-06,2.1591850778992453e-06,1.1630885068190499e-06,7.579165698950627e-07,5.939188291145657e-07,5.233757280267732e-07,4.878365669421192e-07,4.616827316905051e-07,4.3770847309095555e-07,4.141155298938849e-07,3.891752986846335e-07,3.6350170423007933e-07,3.3666946409530187e-07,3.098261605342348e-07,2.831305230686189e-07,2.57078427025721e-07,2.3156346661511238e-07
g325,0.01546544264652248,0.10438802703555106,0.1820324366980353,0.14682730333815214,0.05419673358502504,0.012879638875256321,0.003588535760033293,0.001137401785776792,0.00042660965602953234,0.00015538219235727144,5.99232823130684e-05,2.594165452263357e-05,1.198531502593848e-05,5.591873189428825e-06,2.6226821429411808e-06,1.3138800320437594e-06,7.369921256021876e-07,4.923058466679456e-07,3.8976481223657503e-07,3.4536132980764133e-07,3.2112442652007825e-07,3.0362655573718974e-07,2.880321425196331e-07,2.717843051128554e-07,2.5488193235414584e-07,2.369349154150107e-07,2.187348474409827e-07,2.0043678756629558e-07,1.8242105063129216e-07,1.6465386460504913e-07
