,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
g350,0.01304857309497214,0.08903423979191108,0.16007528906525978,0.1363934752327804,0.05366282169106755,0.012916283190499913,0.003447070392502965,0.0010072713791852434,0.00036591107155014137,0.0001375797735483759,5.57617425611742e-05,2.5943118527909183e-05,1.2922706464104177e-05,6.475483346199981e-06,3.18461979660877e-06,1.5928936716366338e-06,8.278064161836584e-07,4.7586607615304286e-07,3.1884718686259044e-07,2.5005100760489804e-07,2.1764527326592194e-07,2.0014405817500184e-07,1.8822947026792657e-07,1.7747934335180079e-07,1.6681202180199723e-07,1.555495136350182e-07,1.4407257684132643e-07,1.324393140570267e-07,1.2089159395888045e-07,1.0942011076456181e-07
g375,0.011283180181564984,0.07746950192537701,0.14344278244311198,0.12843133139098223,0.05394073866718439,0.013465712563057394,0.0035756237401586067,0.0009371166951261305,0.0003146417036319647,0.00011888711101557949,4.951389909673154e-05,2.4310400681286465e-05,1.2949371676561167e-05,6.9913994596075585e-06,3.6924130475829882e-06,1.947998840151158e-06,1.0268075555719518e-06,5.595026983258266e-07,3.290523872348399e-07,2.182732828291071e-07,1.6488869086127051e-07,1.387607392196965e-07,1.248564136828723e-07,1.1562955878334004e-07,1.081346998499294e-07,1.009461635681343e-07,9.383631696290307e-08,8.664521577867373e-08,7.945855877163483e-08,7.224969224033125e-08
g400,0.009982184869542037,0.06897681637837384,0.13132621315685017,0.12333709723731263,0.055681635581980214,0.014768904242696576,0.003999028690919953,0.0009447211682463669,0.00027675236755526526,0.00010099527127252283,4.203780090316967e-05,2.1168738625161425e-05,1.1775966028972936e-05,6.703563210725097e-06,3.7503460557084607e-06,2.0882372919688156e-06,1.1496841611107767e-06,6.372716123227142e-07,3.6361365022567373e-07,2.2041970993453533e-07,1.465481243173449e-07,1.0888919596219591e-07,8.947471306516847e-08,7.848992995067335e-08,7.135155163780328e-08,6.578377509081625e-08,6.089529812899586e-08,5.622986765727861e-08,5.1666776394265935e-08,4.711670194882045e-08
g425,0.00906222803138874,0.0629654053988318,0.12285122891275031,0.12023217422567219,0.05849313928051967,0.016692332606845637,0.004799513237709286,0.001106206487233426,0.00026404983932494416,8.627372683846553e-05,3.491114538399112e-05,1.760784155802401e-05,9.99571933823438e-06,5.844957369879387e-06,3.372368075732561e-06,1.9308834902470834e-06,1.0903322711365076e-06,6.142226548718597e-07,3.4994310171305647e-07,2.0559187846179827e-07,1.2809744463370085e-07,8.706642866972767e-08,6.547877261072918e-08,5.3622157402998956e-08,4.6600600281529214e-08,4.1897777413506166e-08,3.832191451735335e-08,3.5238195527939007e-08,3.238567593431078e-08,2.9611439247060268e-08
g450,0.008457648428647813,0.05922677255630011,0.11746972024156424,0.11915700951942573,0.06281328319146127,0.01958620682541631,0.005982052850549521,0.0013401815116197572,0.00026081189490027726,7.391832336351621e-05,2.844041810649198e-05,1.4139471844125733e-05,8.129365177939821e-06,4.866114939472006e-06,2.8965530156950675e-06,1.7092455976175448e-06,9.955299261415216e-07,5.75516800916357e-07,3.3276235604365623e-07,1.9406359918695164e-07,1.1626926565528351e-07,7.32107872623901e-08,4.9738524034309606e-08,3.676096295287618e-08,2.936200994003863e-08,2.4909597494387925e-08,2.200153815861345e-08,1.985969851295732e-08,1.8104040293918504e-08,1.6518581482894045e-08
g475,0.00783498882205433,0.055722149234942155,0.11357465029655443,0.11999428793338782,0.06895668075045507,0.02383455607601648,0.007836745972359135,0.0018805534767852227,0.0003157305267682636,6.87825255683551e-05,2.3442709614136684e-05,1.1155031513469754e-05,6.366501862540104e-06,3.833830428537556e-06,2.310957624315901e-06,1.3793025459293481e-06,8.124830575815428e-07,4.7380676303912e-07,2.750357450134614e-07,1.5952380109254625e-07,9.362506902904629e-08,5.6467690076248874e-08,3.58441376525757e-08,2.431640944172402e-08,1.7764962897495483e-08,1.3957410298851321e-08,1.1647144368887755e-08,1.0130924776786457e-08,9.039421002438112e-09,8.162120301552399e-09
g500,0.007339037526123977,0.05325568161640834,0.1114237527499573,0.12288337507843825,0.07738644185386141,0.030070184011666418,0.010670967512912459,0.002841954092251411,0.000466161503921123,7.464932000123284e-05,2.00977659716966e-05,8.763465368895101e-06,4.88416917421669e-06,2.9357350906197034e-06,1.7788268332714415e-06,1.068346608320966e-06,6.324684614874213e-07,3.7028271474303933e-07,2.151379328106754e-07,1.2429605981549417e-07,7.207936593813532e-08,4.239571717075298e-08,2.5778108163109107e-08,1.6423221809885916e-08,1.1085243560021702e-08,8.002388358116606e-09,6.172115412862033e-09,5.029338775531486e-09,4.2699988048364795e-09,3.7198249894527474e-09
g525,0.00683312705888354,0.050714958038540016,0.11024467427829657,0.12764814384406678,0.08842623456374417,0.0390951496135855,0.014926108133909113,0.0044889981875176075,0.0008058567611941047,0.00010401700692218624,1.932760077395794e-05,7.011761106703254e-06,3.7151234033988785e-06,2.2103102837693287e-06,1.3382944408727587e-06,8.063245289524254e-07,4.777551770964804e-07,2.799202799651447e-07,1.62344645785677e-07,9.336065718089341e-08,5.3646722475659856e-08,3.104824658583048e-08,1.839922203688009e-08,1.1287939058288076e-08,7.242533076207243e-09,4.9211738792513596e-09,3.557628904124064e-09,2.7229875539172337e-09,2.1863553671905114e-09,1.8153706640239325e-09
g550,0.006478256151265408,0.04933552788728102,0.11079401644409281,0.13418224304573403,0.10258262734065089,0.052114046110355555,0.02133895408455254,0.007225793303845231,0.0015095598439411324,0.0001892652467156688,2.4058921147090055e-05,6.021406623890618e-06,2.841674122418918e-06,1.6500489866948911e-06,9.930370171322722e-07,5.986977661774554e-07,3.542509081077592e-07,2.072653170320996e-07,1.197549737471861e-07,6.844332027162475e-08,3.894469134740442e-08,2.220950935130612e-08,1.2885512746655328e-08,7.679600222281271e-09,4.746785738383032e-09,3.0862629370861834e-09,2.127466101342075e-09,1.5533435094408876e-09,1.1941595665597723e-09,9.534842509348762e-10
g575,0.005977795794574912,0.04701774966239242,0.11044997123371644,0.1418449666724865,0.1201043631344517,0.07044520249634886,0.031094978654177076,0.011681320266524523,0.0028846739871109077,0.00040753759414786787,4.2966760534760916e-05,6.369497355945179e-06,2.252281020995556e-06,1.231482909820429e-06,7.316415890089607e-07,4.40003694188896e-07,2.598078624009424e-07,1.515628662393877e-07,8.719401453066853e-08,4.9489128467597685e-08,2.788145543217998e-08,1.5675976883380176e-08,8.917885359825324e-09,5.177604777311608e-09,3.0943960624942058e-09,1.9334162884116022e-09,1.2763058224683596e-09,8.92623612788093e-10,6.597090323286836e-10,5.086972720227281e-10
g600,0.005473596049139198,0.04467141778306895,0.10973095097128208,0.14991766238894502,0.14095830274252502,0.09509542352766467,0.04589528677181369,0.018818012364931073,0.005459800184089055,0.0009327574890816618,0.000101141572211887,1.029732195401675e-05,2.044864737840452e-06,9.353955851952942e-07,5.390525025188994e-07,3.219151431971736e-07,1.896092577365952e-07,1.1017260285326079e-07,6.310241730899615e-08,3.5563735523387294e-08,1.9849841054974362e-08,1.1018627538504557e-08,6.16342460582494e-09,3.5011139953092653e-09,2.0354072520092387e-09,1.2312355014515868e-09,7.845371754281131e-10,5.297354895840388e-10,3.790813104727187e-10,2.8423713365813034e-10
