,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,HCO+4,C609,C370,H2,H2S1,H2S2,H2S3
x-100,8.420290570914254,115.70387923048848,434.87319495778104,958.1797003362702,1551.7264136345443,2011.7567022271476,2141.389669577883,1850.029698616357,1282.1308490093566,1282.1308490093566,733.5828146283521,354.1065438535666,142.77068000699296,46.95780327991798,12.513813968957471,2.6206433906393984,0.4801625386044247,0.0795863424620947,0.0119152211382557,0.0016321012448851,18.83332955393868,549.8862768908913,2359.145908689733,3371.6918742280222,2514.051844467286,1403.2493496264212,6037.076956854169
x-075,7.500639283266809,105.53028279303796,406.9500412150652,920.3551047705104,1526.7396122557172,2026.0657408653767,2230.192053563162,2055.430436710343,1584.0936321724826,1584.0936321724826,1037.6253688808654,597.6212867324649,311.75467872204257,143.83208686226365,57.605515657252305,19.838857811472224,5.815101186831859,1.3955465405447112,0.2930329113724798,0.0571711668654517,19.093606615498636,609.7781905355638,2731.6815999892633,5086.083879149642,3152.058845695816,2054.268322035167,9056.474737803976
x-050,6.0538058770594,87.25102063093485,344.4792529735293,799.8197979685111,1369.5017795755252,1897.7068115010736,2219.59436714798,2218.4952819917075,1915.8983397787028,1915.8983397787028,1442.084481779061,968.8201184745536,605.2174568442277,354.7110977656712,189.1357059845701,92.2002723642804,43.24140179990458,20.91157168467974,12.047363597153195,8.970571733822622,17.37573772289901,663.886966047977,3108.567438115436,7105.994570359157,3344.008400658344,2790.6169556271557,12205.664108873
x-025,4.6126105470223875,68.4055408768033,276.69414436974847,663.2740601007988,1182.4829820094817,1722.4539926516725,2149.578201465469,2353.5983306291128,2281.2317392214327,2281.2317392214327,1961.3073224479397,1525.6154000218746,1101.7714629099078,758.0407998907597,489.5493071515712,297.47058120475504,170.65778139694604,91.11464384824892,46.68959601495485,26.048906728316737,15.216685474660087,709.0231977223325,3475.643180607033,9085.503118721512,3112.7734598062707,3552.4482865492205,14518.51333571648
x000,3.4539992158789503,53.19622946074174,221.37053562453607,548.3602519360794,1017.5475577874618,1560.0237504050424,2076.6285575317333,2456.5109807343433,2623.7357572623177,2623.7357572623177,2557.0182549599285,2287.1259333842145,1897.032960061979,1488.4608719121015,1109.3341747155057,794.6837357050604,551.5636676540317,366.3360030903623,232.81731270464007,146.12844473457383,13.519750846002282,747.4410962760879,3842.0734872643984,10710.34783410663,2848.851470556151,4217.7517309368895,15175.128269050854
x025,2.591494523428819,41.5989233576826,177.91046883430704,454.1397073813959,874.4375847374154,1403.220831796512,1975.435509202804,2506.6508480922635,2909.2730209460196,2909.2730209460196,3110.61071950423,3100.645842349851,2902.4089231186767,2555.25261810558,2128.0249032769357,1700.312399814646,1319.9134168679125,995.1369045055892,722.0102186018692,507.49460384737466,12.081767047295289,773.2973910809558,4182.807982539995,11777.6270308854,2980.9441253719224,4669.277446514901,13822.527176645592
x050,1.879946788877955,31.61168754808724,139.63120094727057,368.0260248153446,733.9744194015723,1225.2843644795612,1804.620245733329,2417.8268659343903,3001.2478099118625,3001.2478099118625,3483.3929605659496,3805.742739252927,3909.371100026564,3786.4175778541985,3479.3763110267178,3061.715676220783,2594.196331020743,2136.368641387561,1707.5532473471796,1330.427958167278,10.640447396831698,791.6072975106891,4528.27059465034,12362.198648486832,3810.99677794439,4846.7328080852485,11163.469573790197
x075,1.3335985136768125,24.28536545478655,112.2824643512064,306.0583990089792,631.1162836370727,1091.1661428138736,1667.8644393265697,2324.218119446307,3008.2261293451184,3008.2261293451184,3655.517710518596,4222.361533382204,4665.000085458621,4939.492922313528,4996.343417740445,4822.398207137607,4467.454411052,3995.850302362065,3465.1052182222597,2922.124409539475,9.304678043977828,796.6519301979736,4865.725887585753,12783.558911988272,5336.48887442814,5019.914067023227,8629.908108983738
x100,0.8635409821738079,17.352552678074417,84.5171325101541,239.37964114210467,511.6674575874709,917.3668225589988,1456.8931498621823,2118.1736710974956,2878.075597322939,2878.075597322939,3701.586016500883,4552.110351193466,5369.815843447022,6071.534365721982,6588.726256157176,6883.933910692246,7013.8852540553125,6950.216782152444,6690.641446835714,6220.553712182187,8.094542786400103,779.440572606508,5147.696918057398,13340.97889220137,7044.776661494528,6060.997382736574,9217.24333978425
x125,0.456375223440279,10.597058051032253,56.79981346041688,171.99594029573623,387.4224327113762,725.8931811004281,1200.7377279182206,1813.1783654606304,2555.0967745925086,2555.0967745925086,3412.0364302512703,4375.876793558326,5429.229641853665,6537.676135519696,7635.428942476884,8687.023020289815,9694.732847871732,10543.918212700017,11191.99877509658,11572.600834254834,7.59740801799729,732.0983286632619,5258.768728273933,14097.61950769743,7286.8556094948035,7617.557962733776,17530.071470957675
x150,0.2144748749696001,5.446418714270567,31.967024349878017,103.9577553802622,247.82944668229229,486.223325440941,837.5755587825232,1311.5086139532873,1911.8392280246587,1911.8392280246587,2635.83635514438,3478.38564912469,4429.527533823438,5463.511652647261,6522.433307103362,7600.0793887142145,8716.69259337999,9812.142430976275,10875.39350388047,11856.977006208865,5.601081416426275,657.4338174291863,5072.462058238489,21090.500664521216,4853.833515664689,6044.412636551686,19256.395738647963
x175,0.1055759657504068,2.7279041662494476,16.46784350777901,55.264610508194394,135.78326684712673,274.4061318285131,486.9884073753406,784.8622528226889,1176.8286235722587,1176.8286235722587,1666.3311460097586,2254.2079946171375,2936.580847271604,3703.940240268871,4531.31420250134,5406.848626251234,6331.123572558268,7264.8794336363235,8195.199819978292,9093.617201315115,3.3846261314433383,572.6219094941256,4627.599286154879,27108.34554023919,2633.5243002705743,3929.410367234731,14198.88831268291
x200,0.0584999055688989,1.529425308101643,9.37995508868734,32.0196589492772,79.98640302090082,164.27369586035908,295.9592726028805,484.0174362598975,736.7337373797029,736.7337373797029,1058.880120358005,1454.1960722122708,1922.2153475097657,2459.10771544757,3059.7806854550604,3714.0399188053,4416.882491527336,5150.705514214495,5910.372168128229,6672.514804682438,1.915087374124306,487.1055510085181,4039.871190938435,23264.906901883296,1253.2049968830815,2193.7619307150994,8680.771244870466
x225,0.0324225799062429,0.8564340275154959,5.304054271806116,18.235943039293844,45.80842224787394,94.74243502156024,171.74766775196116,283.01069865105774,434.0102502604621,434.0102502604621,629.268656858803,871.9642521606005,1163.686105378031,1503.0169551579806,1891.4963061524895,2324.4555464187188,2797.9451665995207,3307.347165443566,3846.961550111245,4410.8085718653865,1.036549996441759,410.1616592406964,3450.3582200883716,17915.073442390058,541.3973190004874,1064.5053472017717,4657.173543540405
