,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,C609,C370,HCO+4,H2S1,H2S2,H2S3,H2
g000,0.0294153904278944,0.2024397419697026,0.4040212262234635,0.3864097414785652,0.1698005676431453,0.0496854064235622,0.0168085626508429,0.0094309317670634,0.0068175284277528,0.0046934060075626,0.0031926984330911,0.0021627720665496,0.0014600948628691,0.5346010231975658,0.7586626715460526,0.0010562321749886,0.0056053828549261,0.0095269006151679,0.0253812133017466,0.0554644199417909
g025,0.0297943338805628,0.2072251620274697,0.4198807201989634,0.4151903989852257,0.2045156367990275,0.0750334031172422,0.0274963355770056,0.0121290478345613,0.0071142739403537,0.0047501939095676,0.0033351699165459,0.0023711950466767,0.0016929506063102,0.6696053934528642,1.083091163657733,0.0010405093821117,0.0061856845165469,0.0108505117588266,0.0271173953924196,0.0601912886212499
g050,0.0298014742681067,0.208680795003938,0.4267125604793818,0.4313103789302487,0.2305167017140827,0.1014056297159327,0.0451682474044323,0.0195800576712457,0.0086292512762496,0.0048179414262919,0.0032562954709299,0.0023518593536143,0.0017277011493636,0.8076962039241403,1.4621775395263723,0.0010335547318394,0.0069289278172529,0.0132884879870042,0.0304122639537086,0.0693843954230482
g075,0.0295249729050179,0.2075796432923028,0.4266503135845308,0.4377971322560876,0.2486038817462324,0.1247456719651948,0.0644282336972606,0.0296365740454579,0.011287454094155,0.005148343837295,0.0031731350178022,0.0022745085463121,0.0017002082781933,0.9400580203281076,1.8671870689836128,0.0010334845712286,0.0079698621023619,0.017734958282059,0.0361563220203631,0.0895428342083399
g100,0.0289856247986809,0.2039430330123169,0.41914564927589,0.4322111588922538,0.2532822893332222,0.1377599108894881,0.0821403203391374,0.0443876360190431,0.0172783957781209,0.0065955816651424,0.0032930191915499,0.0021618046595335,0.001601417619907,1.0621038477887454,2.274990473833848,0.0010570862722419,0.0097488877117979,0.0259761415851786,0.0467890456679697,0.130616430581119
g125,0.0282838870952217,0.1987883100889509,0.4071578644666825,0.4191381133865822,0.2481209229032203,0.1394980771192787,0.0912707568342211,0.057043976799571,0.0251116308142366,0.0094661916317361,0.0039333097875089,0.0021568595685917,0.0014858984470424,1.1731305494621835,2.6642931908918275,0.0011054884128685,0.0135305064833735,0.0407608028141545,0.0676665309274475,0.1989752531257268
g150,0.0274513997555859,0.1925710508775274,0.3925080396005664,0.402946877973334,0.2404259336419337,0.1393795938316923,0.0996196580393627,0.0714614507710982,0.0362448512615385,0.0147348442514259,0.0056426014898632,0.0024976234831379,0.0014408082535203,1.2714871483678385,3.018729173845249,0.0011749639750658,0.0225608150404002,0.0676466867215757,0.1151103720598069,0.3319816665116452
g175,0.0264911747313277,0.1853634645033007,0.3753727907997585,0.3835780147788467,0.228152580412226,0.1321175411749175,0.0981251068758105,0.0777367964474436,0.0450498409805723,0.0206304060402494,0.008226055310066,0.0032904900155512,0.0015445404908419,1.3604908271362528,3.3442786098055435,0.0012768768973854,0.0423350327544138,0.1152838862593407,0.2247729915788439,0.5986925893808372
g200,0.0253850080483238,0.1772931886138957,0.3568289328576089,0.3639596562239722,0.2154980105760262,0.1230651607474616,0.0922111269018994,0.0781993460931308,0.0498032888237599,0.0252083893059083,0.0108637908144425,0.0043549849482746,0.0018115207659059,1.444794338409273,3.6530550716945993,0.0014137996497335,0.0766628945986279,0.18599364861501,0.425171768478103,1.0411397469713
g225,0.023992217582608,0.1676889372828238,0.3367275256071178,0.3447802338729847,0.2025879031199892,0.1122144671221998,0.0815645181500561,0.0706271481586655,0.0477840201155738,0.0258431191035083,0.0118678504196731,0.0049363209377731,0.0020050813914473,1.5259016575161035,3.953931730704861,0.0015864242277499,0.1313734991857167,0.2792600011682541,0.730911181321938,1.678852256107023
g250,0.022205107771479,0.1559381204075726,0.3158825126277581,0.3267946737828639,0.1904059448741641,0.1012675750287395,0.0695028610585742,0.0589160431618976,0.0416916386860025,0.0231595268357608,0.0109196222988142,0.0046599487760307,0.0019180079231131,1.6043880132631063,4.252535926721069,0.0017956755061555,0.2081278101722002,0.3782672663929688,1.1140653768189603,2.458558907860451
g275,0.0208937190253065,0.146310555424291,0.2984019091070078,0.3105888772752579,0.1808173923105057,0.0928964420289742,0.0596622835348867,0.0472947947658198,0.0344268943782555,0.0190316483920247,0.0089530498801559,0.0038536443326468,0.0016151206551253,1.6757709839810937,4.547280695769768,0.0020400639026811,0.2879307703792201,0.4601252370495758,1.5017266640893905,3.2981318735861107
