,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,C609,C370,HCO+4,H2S1,H2S2,H2S3,H2
x-100,0.4457472814673825,4.786121013065938,16.356178367312673,35.04762744859266,57.132547627004094,75.65155076356501,83.06870523420858,76.63001969039281,59.85244065895928,40.00857754648197,22.74072138350683,10.976188141040572,4.409481247144624,14.703733446477978,60.07246542551546,0.1897717664199269,31.29450128655792,67.02531844994063,112.24686374168594,121.99126918389577
x-075,0.4443009518562357,5.121489876069708,18.08361356667734,39.84753958830894,66.87780844800204,92.01314056146634,106.75392587402118,106.2082187211111,91.7918693239538,70.07705549823241,47.54949909787328,28.97578173070758,15.640213675390171,16.38022085926573,71.45018487348027,0.200744656607462,45.47785564778502,104.28003850678542,184.49257905934348,195.394137827348
x-050,0.4213994938797197,5.237099320806432,19.138916678958243,43.3327949526262,74.74939491210901,106.54281135921978,130.33741470045916,139.17813539999835,131.54869870136375,111.51718484331796,86.48499646589352,62.02369480690001,41.2437356427383,17.745592892240257,81.94540362170817,0.2136650372648355,60.09303025620832,152.6333679566839,284.7186041633625,297.2258360817208
x-025,0.3729161211788331,4.96171705578643,18.854422488689213,43.95602218689125,78.12852520677993,115.91270859526566,149.8707408653444,171.70448444863823,176.5890931458904,165.24601949343358,143.63095225760554,117.0933011660154,90.1016011679124,19.06212087402371,92.9135779575802,0.2332345624985206,69.28720782375296,207.71290871037064,392.6856635872393,415.4507623978593
x000,0.3082084002243256,4.384865473912895,17.383100308862165,41.91339119296979,77.00522398440918,118.5824479747426,160.19042383129735,194.46965257300997,217.0144258760429,224.23078968489523,216.48776713474328,196.55784811166845,169.1607940043191,20.449619509565352,104.94265937160507,0.2648091584460372,75.83959273338263,255.5123553022216,467.9936434392511,526.7276470679354
x025,0.245494924617565,3.6641558305219,15.152712757566585,37.87223537208795,71.97780879667403,114.92151238676875,162.50473731796154,209.5902922244624,250.82565481601864,279.1525405843794,292.4007630904709,290.2593791918268,273.7004881924339,21.834341598307184,117.7519668261957,0.3108573636235448,100.52405305786662,280.0151081653069,487.073603951364,626.7162634518413
x050,0.1923154389280718,3.0400079663289192,13.040637984307478,33.73498558013123,66.41368402196572,110.1602613763675,162.26922503228002,218.2259042092375,272.48868903719705,319.3711456387639,356.90484657578435,381.0771487347554,387.3641650869384,23.324195842698373,132.05760178946736,0.3701347675882663,165.9647664956237,287.3009057294119,447.9246845503527,713.4551887118528
x075,0.1446960944992285,2.424863032789659,10.802117907681888,28.925359543692952,58.94058969602004,101.18834192424222,154.34123524188365,215.83218913935264,282.5279184488739,350.0059965648376,414.0794525143425,467.5237690389189,503.6998442536693,24.7163937632483,147.23405650348934,0.4365191524332809,283.7943685913438,297.6826965719121,388.4830419897005,801.0305213007628
x100,0.1008538592249249,1.902792160480808,9.031838330526496,25.219160793149744,53.34872550235862,94.89945685253402,149.89593312150137,217.05473491494985,293.9984906827159,376.5962514443577,461.54841828257423,544.6746193591346,622.0709702145716,26.259357610196204,165.095236970239,0.5278230515345576,461.5717585140224,388.63945903739705,481.8234344644837,910.2621716986006
x125,0.0600411190017786,1.308580194690816,6.720969196349096,19.802626744023787,43.80160101357527,81.13049523109567,133.13668607235937,200.1725168862636,281.7898371949487,376.7269040605177,484.1794129509889,601.9805910610604,725.3747106499897,27.80544790644275,185.73082637872085,0.6445027794202999,545.6219875763038,524.4209048428089,940.5724680849293,961.2990036528043
