,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,HCO+4,C609,C370,H2,H2S1,H2S2,H2S3
x-100,0.5931348193272442,7.274913304955431,26.687921071888788,60.664647177958216,104.57326309915018,147.74118825363468,176.33081947963137,178.9138630862122,150.48389922530106,150.48389922530106,101.94238493774654,54.86411800783958,23.763710267658126,8.307059431488817,2.3109939742491385,0.4912929641269053,0.0895485495006649,0.0147558171168269,0.0021943043442617,0.0002974577333087,1.4175761347969282,20.161497647219395,91.67179691623816,226.9608786776805,66.8996491788689,110.73201125301848,229.99642908148564
x-075,0.6133615592659761,7.8796419950734595,29.545662889000116,68.28050172554428,119.7229977658953,172.7121418774504,211.9280756710411,223.12256161401507,199.6231028832749,199.6231028832749,149.3142629472298,94.22060698509272,52.26669506831148,25.47235428057683,10.68345946387835,3.770100095273401,1.1117698332145276,0.264975193998305,0.0552289407991749,0.0107138194216288,1.481624606525146,23.982704726526475,114.05246104092429,378.0489898200016,101.59381724202852,181.39043822390536,391.5936738556451
x-050,0.6283640895112625,8.445158976099238,32.451288493623395,76.39788088847307,136.65285223662744,201.9161117191434,255.47455858245604,280.05109620458535,266.15186514479734,266.15186514479734,217.58264771702295,155.70257326002064,101.97239393420924,62.5354120388058,34.851347362047555,17.5157682089411,8.283489772210617,3.9732145166308968,2.2346779349733463,1.6169910158066128,1.7348899877475157,26.68524034028835,132.50191232141432,609.7933941268001,146.51391317006028,280.97271054633404,640.7449331388353
x-025,0.6065901176298236,8.600310861776904,34.07601231748972,82.028792147068,149.98891766303586,227.55534163931267,298.13088008295875,342.38717562891003,346.21369735662887,346.21369735662887,309.82999301373934,249.7846636328809,186.13908888337824,132.45596019114808,88.88401707860442,55.940265521760665,32.754700395245244,17.534369296920634,8.85632832797367,4.801987946310228,2.0004513520391867,28.919596348679935,149.91563108285433,902.4630620512422,187.9976363825599,414.10389350900306,952.3334173686346
x000,0.5202895017736021,7.788761687602807,31.989660957151777,79.34675234386397,149.17476464566153,233.4336883704118,318.1311223118637,385.5030509912241,421.4117978505844,421.4117978505844,418.8414909766036,381.06732252851987,322.15865825668254,258.9193092413329,199.38171783938645,148.34731187459423,106.68882435399476,73.00582649492169,47.558197849352865,30.622324535116615,2.0776242166308654,31.315623314777433,169.4170811245475,1191.1539512370591,219.31293980317432,553.5293353624339,1212.531740407289
x025,0.4188067036016696,6.631685276186337,28.166608218069,71.87487218191036,139.13136562145775,225.2576739140639,320.3010795124735,410.26910391942386,480.20130479138703,480.20130479138703,517.6300586768637,520.5900186893315,492.5583416625022,440.1715062964708,374.7825702599565,308.55419299057604,247.41578061758815,192.42759752809,143.21282301973295,102.63757865988192,1.9887565112281944,33.83668392066584,190.82341525907603,1401.6238477451925,272.9202664287512,659.8483923015891,1279.5701565068148
x050,0.3120364366124039,5.212550254032482,22.9409279337742,60.42192198296128,120.73030966964748,202.27032377795072,299.1842673787558,402.5683761762231,501.7038139694576,501.7038139694576,584.4718851506967,641.1386041822628,662.4194777052617,647.7856341487729,604.4401349551915,543.809798760669,473.29460442990984,401.1421315681615,329.4740804465997,262.63666206805397,1.7855151979512287,36.52315996281272,214.5418312852673,1503.1388133143764,397.62934122380017,704.9768931531426,1130.6119492877046
x075,0.222384667195465,4.037636879543813,18.6582636447184,50.87188237778726,104.99719474586864,181.7861772385883,278.29955581441425,388.4408807315751,503.592834568689,503.592834568689,613.2324231308861,710.5133492294103,788.9439714049608,842.1644014492894,862.249464089222,846.1788046753625,799.8474603902787,731.8725690587953,650.0568694449103,561.2795174277869,1.5695222145062009,39.35458641660497,241.1971078109391,1535.871692588688,617.5421331859673,725.3937927110553,886.9338636183779
x100,0.1457753804585403,2.902594794060972,14.090726192924278,39.88981088349136,85.33031756483037,153.22193171585786,243.84612833916216,355.4679233287679,484.60071353776135,484.60071353776135,625.9578083117983,774.0159247394934,919.359319093138,1048.5575084452607,1150.0079098184376,1216.56652961456,1256.0911036267453,1262.4042183938363,1234.041586070134,1167.0857958003417,1.397388582649559,42.13207141271373,270.90154918115866,1613.9687406976282,919.0039431123656,877.4131689849772,926.0391919691452
x125,0.0809171508134077,1.8625076882071856,9.937890872749575,30.029641230151324,67.60414522030993,126.76595156115738,210.0818943821118,318.1292022725677,449.9451782847844,449.9451782847844,603.4109876854272,777.4770003294591,969.39185407919,1173.2577868002522,1377.7499709822723,1577.052109199616,1771.5841311382524,1941.4603211852243,2078.9523706955692,2171.4890280493537,1.3935931281586451,44.63324847031437,303.51030340335444,1646.1402909226174,1073.3121528867864,1143.4482058051008,2042.3504244172063
