,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
x-100,0.11377390641066754,1.2743623671500415,4.272629857127138,8.702041808963813,13.074396037202806,15.498957875154884,14.846805944329894,11.618479525999438,7.45914015256328,3.9942109088583733,1.7688922419624564,0.640763133943144,0.19549864441484885,0.052057773189312026,0.011473955553367405,0.0021675772088554568,0.00035972230361451,5.363730753931075e-05,7.2872055950801805e-06,8.896301126773993e-07,9.833231655013811e-08,1.0786447963421228e-08,1.8285632099939593e-09,9.017147792367719e-10,7.118722184621306e-10,5.990242572167769e-10,5.068472239756882e-10,4.2680739878508845e-10,3.5891442999220666e-10,3.0145069028468243e-10
x-075,0.1030789338243463,1.2637387003447902,4.403543724688843,9.27778993308285,14.506887386145207,18.197442499853754,18.839246426641175,16.24782408746038,11.805112227345493,7.387513051698376,4.028833044644919,1.9185482923386603,0.7852780753601412,0.2842404989808839,0.09623835761716122,0.03022558628078061,0.007870649679672827,0.001743092865165124,0.00035243868530213763,6.52332145802633e-05,1.1040550997516625e-05,1.7290765800295706e-06,2.5037115328280825e-07,3.6178673939585876e-08,7.1336099764256695e-09,3.165002257587108e-09,2.4069589074618646e-09,2.045892974300391e-09,1.7648205345432486e-09,1.5240670075304124e-09
x-050,0.08561028575545601,1.1428041397849504,4.160134249447147,9.095633522841798,14.862678777761525,19.746960679191094,22.047539259393474,20.92551555474053,17.09608826142828,12.187196741589,7.812406160256433,4.551940714563387,2.385882711325362,1.0982237535062698,0.46577775055408954,0.19661133859497273,0.0780542891362961,0.026221194423586888,0.0072122276684058765,0.0017598537515517078,0.00040291810284426766,8.650250656779976e-05,1.733918628312879e-05,3.269880817345476e-06,5.821875617167989e-07,9.737941339023311e-08,1.7031212791140224e-08,4.51577687999698e-09,2.5030516660629323e-09,2.0192372161782525e-09
x-025,0.06541225580263045,0.944431078930415,3.6123955011770823,8.213538637912494,13.967906664907092,19.534536396567155,23.47207235320845,24.559931376736312,22.48935899706541,18.2698513865248,13.539899884945699,9.307251460729795,5.91458261119886,3.3722828550989643,1.773861516634365,0.8969368576690706,0.4401090708648556,0.20944916130551008,0.0918315882329124,0.03423395517399479,0.010818731500175744,0.0031567383116098352,0.0008837923327799442,0.00023620026075110376,6.015289092726012e-05,1.4356835418049229e-05,3.2347997130318718e-06,6.960651533728464e-07,1.43823827064653e-07,2.886849369684855e-08
x000,0.04611598238702638,0.7172685453202458,2.8938539368453835,6.868513578943338,12.178304134703323,17.85982795482647,22.67752198215457,25.464808380536695,25.918522588910225,24.138618527517732,20.66452254252948,16.396118692111326,12.18142174564328,8.332688163261318,5.277460128600801,3.1901928765784158,1.8410060618245219,1.0346254800167074,0.5781432317825994,0.31393539850317975,0.15648821134195803,0.06845269307333289,0.026125315449015734,0.009136002675535954,0.003053512367756376,0.000977242451881058,0.0003003185697580481,8.877175026554935e-05,2.533817636780215e-05,7.016200389410596e-06
x025,0.03099739168156796,0.5048514735122338,2.1479865569741126,5.3371429194185165,9.870577467239173,15.117121641609131,20.298053021293878,24.70748654025407,27.7418795962251,28.607156459477924,27.3096762229567,24.44817120108539,20.644003078235947,16.269484130002688,11.948202484020094,8.324876588277462,5.578024144157383,3.6003804041997034,2.278252125039134,1.4274353489034068,0.8823517934367852,0.5308770345421382,0.3009757189015688,0.15345007073990558,0.06855272669702013,0.027723854269306562,0.010536741098394338,0.003878330680928245,0.0014016125639308024,0.0004969602893427255
x050,0.020677507601924227,0.35488383083165237,1.5709243826685906,4.073980119799902,7.887159910088949,12.71072801218372,18.0489792822937,23.228388739723645,27.478413602905526,30.172767465568157,31.395808217569456,31.164929061669557,29.277663889310855,25.81491497609201,21.369871097325078,16.754915634274916,12.573150221530275,9.151030180935777,6.509434253007221,4.545492661692696,3.1389004075806097,2.1632475024890687,1.4747122214061572,0.9762525545909669,0.6080053078276031,0.34683397787306874,0.17731367082313937,0.08133813907348446,0.03471013983880041,0.014358320945313693
x075,0.013071326195187508,0.23170961164785844,1.0668099138195108,2.8877390529624467,5.842859532879001,9.834530278006385,14.57760020909449,19.697014999674444,24.843578170842484,29.62968923608267,33.699050559520984,36.36798092815246,37.051981582884835,35.727120534155596,32.75814490340758,28.67760129447075,23.918625445993076,19.26668914210686,15.142409522653853,11.607384840495746,8.754096453162216,6.533878872738895,4.86378131624989,3.620506131313447,2.6444520834248375,1.8627537077369152,1.249690111403581,0.778277366279881,0.4429114147600784,0.22733098097627924
x100,0.008021949884329081,0.15732365451374244,0.7624042426681179,2.145999300104913,4.528822542303579,7.968039967740888,12.370285031921615,17.53070617025979,23.16122295759583,28.8168501515725,34.15150293528263,38.75973522828051,42.28588963928755,44.5610792011894,45.30421693803253,44.45142885861762,41.72303393085835,37.78154914471898,33.34384417534094,28.92165473173772,24.580710004766,20.404435457917028,16.680252800900274,13.440680808684053,10.667369428848389,8.373107322295265,6.488731398911744,4.883684318988727,3.5240683968520155,2.3900258247655466
x125,0.0039835104342583845,0.09069858774114885,0.47691526331970596,1.4190617901312719,3.1419462958868025,5.783308501987348,9.37275013778539,13.852425030329027,19.094920722234637,24.91376094724872,31.161399607317218,37.581723792350886,43.719654494549154,49.02191783962907,52.944159374749624,55.68093029131199,56.87049310226758,57.07272040568293,56.585390190285345,55.705222500265954,54.160272808579954,51.376268081250736,47.46534416598001,42.74572462023542,37.68119365981437,32.46723302975952,27.284781393645005,22.36366924315262,17.859534401122694,13.932277052806583
