,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,HCO+4,C609,C370,H2,H2S1,H2S2,H2S3
x-100,1.5130886026678776,19.253395679264457,70.74508001149202,158.55465893139075,267.19741071764014,366.9509684628464,423.8101637492983,410.7560022538387,325.0424140367732,325.0424140367732,207.9002920154212,107.9697466345278,45.7332628867943,15.762043895484142,4.388808816479225,0.9426423122098582,0.1733703042130286,0.0286899030657832,0.0042801272162661,0.0005818533162184,3.3503070114084363,61.38607192431608,276.2860059620016,595.9103461002603,243.79669987300517,259.389144600128,728.6363966525572
x-075,1.5414458058820066,20.43375923099606,76.9111097245056,175.53248116718075,301.24308611419866,422.52112157504394,501.3361181135646,505.1203439656885,427.49994929056146,427.49994929056146,303.51844165554917,185.0273009056408,100.49103814923946,48.16998602059603,20.121422239264383,7.179299769367008,2.144528840369829,0.5155946428518572,0.1078388396114086,0.0209609774151303,3.7153465703335145,70.18376502651334,330.2216058920375,967.636765662358,356.06912707884703,413.9675380782194,1205.142653021211
x-050,1.479373919701381,20.491054569804568,79.51441960015613,185.8957933709106,326.66217082258214,470.6597464507221,576.4472538245487,606.7350425364308,553.0051867646531,553.0051867646531,436.25237920164614,304.11206241828967,195.74505902400657,118.12807347125047,65.19762322076825,32.91508746545434,15.837504781640746,7.713146856226442,4.361175046927598,3.1539820055451417,4.165948150115526,77.75336153497003,381.50652930817654,1491.779134201839,470.5340170700758,624.0929873688025,1868.613837428044
x-025,1.2915214093327387,18.67418957942008,74.61559239813313,179.24686525025427,324.23830944757617,483.41265642564474,620.1365264190329,697.5560066194902,692.347688915461,692.347688915461,608.6549504674999,483.6657453639252,356.4579081494022,250.5931425004164,166.05076751613973,103.8769270849782,61.17995518968261,33.29567928090766,17.102629775365592,9.360758028574413,4.280510329230837,84.57963906159358,433.1036489476677,2084.5884265556533,526.7766764124343,884.3384099051405,2560.4066080847715
x000,1.037195803217283,15.739450175400474,65.06151869079439,161.32982950524757,301.58651595315786,467.6249709025636,630.4655528938697,755.5297443474527,817.4697010760001,817.4697010760001,806.5577274964252,730.4416977251892,614.1123481662852,489.47215020489546,372.09161478635184,273.15932462289777,194.6009377481135,132.64453103186875,86.37119683702352,55.2999064425374,4.122034210577672,91.19537826951904,487.7303097575063,2613.704699792532,540.0245179335633,1139.293245671632,2998.2651439167407
x025,0.8075242557920815,12.84787177672646,54.72771138727808,139.7055039102103,269.90247911656763,435.4812255317467,616.9513188355846,787.9292202546144,920.5162753128546,920.5162753128546,991.1365857205236,995.5835648672256,939.8402429125396,835.8830777453123,705.5114290914203,573.6657684335875,454.7397351861941,350.6058034043864,259.9887580077291,186.60697875719973,3.817480205111848,97.2466468837336,543.3458136939613,2977.670387757684,611.1552996926496,1326.6918383792056,2961.638855336807
x050,0.5982784892296604,10.00274367625082,44.06583545631118,116.0958686004973,231.8625920121885,388.0983647642583,573.4959100583446,771.1053241347508,960.6536417981912,960.6536417981912,1119.1948915101443,1228.0174229415786,1268.2404144331729,1236.9435270212075,1146.8870314380877,1021.117360522033,878.382010739762,736.710167126305,600.2401689979586,476.3043935398632,3.421967947094729,103.1088622978966,602.2820835195472,3161.9586811431695,841.6205706799747,1402.2512475679912,2511.1627203686307
x075,0.4295672077905832,7.784464956322989,35.920008527635076,97.86764596667255,201.9296383445918,349.5806741000103,535.2827797972626,747.5030223741595,969.877765998435,969.877765998435,1182.0766131249309,1370.2415234627551,1520.1691149487187,1617.256898221417,1645.0787875710478,1599.4534290423403,1496.335800878487,1355.9249656596803,1194.4740756779058,1024.3751313102086,3.023400330605537,108.80044528688174,666.5710569392883,3254.433450969579,1268.058914150845,1426.190477980398,1930.7199251406348
x100,0.2816341128237677,5.642320040692731,27.448150643661403,77.71521853141573,166.15843317169427,298.1358149605695,474.0352165408876,690.1998239524007,939.3413443533492,939.3413443533492,1210.3074183462743,1491.4063561338037,1763.428496118444,1999.7109689039448,2178.1032333121434,2286.8026610057627,2344.4485546247097,2342.097066803932,2277.8432791390505,2144.0854056356666,2.6675675785460817,113.63134173806657,735.4838442532018,3430.9120388625724,1843.205603508831,1694.9667719787938,1936.9323560916596
x125,0.1511287929451764,3.487242893814883,18.64711863995295,56.440604175573306,127.18183768654276,238.51213114213635,395.02107621006104,597.4053565488664,843.3454636674426,843.3454636674426,1128.3864556917972,1450.2842117828377,1803.902038616833,2178.492733961439,2553.121507817928,2916.891850079135,3270.5556362815178,3576.860459975057,3821.3880915762,3980.9233204590855,2.5753179820423253,116.6064876716364,804.6075811907422,3461.447657476204,2106.078810014256,2197.9694062894105,4034.1607042587857
