,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,HCO+4,C609,C370,H2,H2S1,H2S2,H2S3
g000,0.2453094262464405,2.911033256645092,10.411858850256424,22.514802081509096,36.03264041217326,46.82870764998773,51.38915530682089,42.88388154601311,20.946196896048416,20.946196896048416,4.97277922765132,0.3749637932154323,0.0161623489886671,0.0058442155383065,0.0035947339678133,0.002330460505075,0.0015019662740192,0.0009505471749316,0.0005897792095116,0.0003576823119963,2.316983251605354,6.149581950388226,20.730905741331668,0.1592948862355626,0.0389552676052297,0.0542251134186513,0.1051326630059136
g025,0.2369588982307216,2.8263575396264127,10.136609134716815,21.94675860256086,35.112428018921385,45.554622465043835,49.69977434790656,40.9514307562192,19.824736999540555,19.824736999540555,4.687031350153733,0.3531823424921754,0.016690838358396,0.0065486130087628,0.0042916290054334,0.0029810244642432,0.0020776272143272,0.0014364177561127,0.0009843761951754,0.0006663540725022,2.0626879102892755,6.894434928000481,23.502591236617903,0.1985791614109679,0.0451727463016315,0.072137163322176,0.1251132666974626
g050,0.227629929453844,2.7373219733654626,9.819166865816344,21.26648032642725,34.06517697791408,44.23548778669111,47.969867390198914,38.94840013187354,18.662376455665665,18.662376455665665,4.39382174816327,0.331284849857316,0.0167384487672396,0.0067078827681726,0.0045043668612913,0.0032290162285592,0.0023302559155655,0.0016736569022592,0.0011964329924233,0.0008489541225288,1.82814934476809,7.589071378755779,26.11642853795751,0.2856987830947445,0.0547500801908762,0.104893763674042,0.1608086808336708
g075,0.2161835083122865,2.6485378504266976,9.54143037580994,20.708681185029914,33.223626193624796,43.03614941792191,46.08542837768705,36.73148681899042,17.413086330897162,17.413086330897162,4.0855176843960495,0.3091910091709813,0.0167403540926037,0.006605027085038,0.0044478993805089,0.0032468697051379,0.0023928559619748,0.0017553935909736,0.0012819626446425,0.0009297372561767,1.615918918717921,8.216836592495017,28.523057491124213,0.4697502170686967,0.072693660085569,0.165055517565453,0.2252992584214152
g100,0.2001974233617197,2.515144398266369,9.144221228349052,19.930258316917836,31.99386986489168,41.176537066363736,43.37853654157581,33.99265459093536,15.997299143646163,15.997299143646163,3.747416962607765,0.2858580177102297,0.0169941025375246,0.0064232002503301,0.0042364963437608,0.0031253326698342,0.0023477728857602,0.0017579668587917,0.0013105168836343,0.0009702126258236,1.42691001912032,8.768997193300837,30.676281602410217,0.799334606163878,0.1128512233016647,0.2756588475726355,0.3522200419716513
g125,0.1790609239126725,2.3018934989831963,8.46373528597001,18.54242613613162,29.756890550213154,38.005482773526886,39.48294211487784,30.663276713096444,14.425941326378911,14.425941326378911,3.38597578325266,0.263284899941986,0.0182572119244741,0.0064688021897615,0.0039967404265819,0.0029223662375277,0.0022242066628727,0.0016963650912102,0.0012895654540329,0.0009740379093223,1.2605299525354463,9.232902485273849,32.51771881720174,1.413056665351689,0.2083684416233952,0.4753541908968549,0.6256427338526099
g150,0.155827962859541,2.0139743286871132,7.492050668345445,16.508475519612944,26.475244918039365,33.57245357064244,34.678948438162294,27.012799417975945,12.810240703165327,12.810240703165327,3.0217771144908805,0.2420926283013118,0.0205260588349087,0.0068621330784061,0.0037693012814526,0.0026299795900385,0.0020013192859055,0.0015500623398858,0.0012015664417826,0.0009263988443242,1.1146940843165494,9.574355902392014,33.919727375768325,2.6184079924915165,0.4106751588606067,0.8111355699091235,1.2048367786646568
g175,0.1358544436203357,1.7159592232942038,6.372378470041848,14.06645128695025,22.579862075624987,28.74754302170142,30.049036632956305,23.750438485073875,11.393012519516397,11.393012519516397,2.704064941791646,0.225855428722227,0.0238400517826968,0.0077615184379145,0.0036612079983761,0.0022863602847351,0.0016803922820532,0.0013066785493806,0.0010310994189139,0.0008125529625415,0.9864902693770136,9.78974667473286,34.86244753640975,4.760670993644338,0.7582566880546443,1.31439947626098,2.288161314201975
g200,0.1220917646669281,1.5231105672707237,5.612088947311806,12.387727759941502,20.007395772716578,25.729537748832005,27.104074603543076,21.46297367172432,10.313114366095686,10.313114366095686,2.454377513574515,0.2136085097443861,0.0273263346583957,0.0090339206444447,0.0037436348863508,0.0019637287204651,0.0012994311788348,0.0009797141943815,0.0007793867642392,0.0006289036635377,0.8738487262015544,9.913568283662745,35.48718009042301,8.019627472400293,1.2688146601525518,1.9799950710268024,3.99134348914425
g225,0.1101614798164129,1.3844483512690755,5.121713632968877,11.342069084473978,18.36394000162203,23.588500942829135,24.662437308229578,19.387455064568098,9.3090721076134,9.3090721076134,2.218686943970693,0.1986950337942966,0.0287718297284425,0.0098717681651742,0.0038595925714798,0.0017332717935746,0.0009755721247127,0.0006742984435331,0.000528352932253,0.000436262556577,0.7755287807041573,9.980198047834564,35.932137899978834,12.22854000560334,1.9270732112284856,2.7295925355952857,6.1972986820832165
