,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,HCO+4,C609,C370,H2,H2S1,H2S2,H2S3
x-100,17.217637356922527,243.51302643885924,931.4964886526948,2055.7149894719632,3283.576658924725,4139.9569777391025,4245.2968015116085,3527.9180480149485,2359.8361237407207,2359.8361237407207,1307.886262352962,614.1004656781131,242.68409403938065,78.47047310528669,20.524983427716244,4.235941530199984,0.7720720347745779,0.1278593430779414,0.0191580121949142,0.0026333741665105,39.75798019067752,1591.423700421681,6588.129846673736,7339.24966055387,6784.418812904767,3183.2154091477096,15368.14077961755
x-075,14.33689410862346,204.55327015091007,795.0335213535191,1795.7649230821214,2950.348755042068,3855.237820201264,4166.5588780728,3767.299614636621,2846.854566726722,2846.854566726722,1825.517874526862,1029.0077060345525,527.7952340453475,240.3124286653662,94.803833479416,32.082436126427055,9.27627182868612,2.2140291167592143,0.4648653628366172,0.0907726668808059,36.604578303278856,1744.9878416648562,7549.769149876321,10637.933920201758,7739.2676181695,4399.345515914003,21658.1609531223
x-050,11.172790427482134,162.22334661983214,642.5646586270731,1489.7334080794603,2536.4271873793414,3485.1573993921834,4036.8342128734575,3991.9948786814302,3403.873289654978,3403.873289654978,2522.3577388232907,1664.8731359164456,1024.4165225309134,593.7594876509796,313.08711096907814,150.56377973306164,69.56737459571372,33.30645946341688,19.252854687039008,14.525076486922533,31.899437056783334,1874.284649356917,8488.448957768203,14360.668765343962,7665.762828538512,5649.456738782866,27546.80377385329
x-025,8.352722993035961,124.58939328391456,504.9044821067999,1208.9120063082826,2147.4606828093465,3111.2356521942415,3856.719064197297,4188.905738024898,4019.816792366482,4019.816792366482,3414.119912861227,2619.2068494940218,1867.1154745190677,1272.1921402090777,814.9058633679739,490.8578985611129,278.88368862206727,147.3943695043689,75.13020202048337,42.09759368917015,27.437664967744613,1978.3125544039792,9394.984909482904,17959.098100425857,7000.85081257062,6870.849159815822,31428.391951178302
x000,6.143248404626457,95.16548400894784,396.7552965906296,982.1562777193756,1817.777048595887,2775.513748464832,3675.0655336383015,4318.875558327723,4576.469704820793,4576.469704820793,4420.528007330579,3914.7340330927314,3214.7556340432507,2502.1116263178133,1852.8211371300256,1318.989508668802,909.4210484299398,599.5187102544983,377.8214206926326,235.30134117396673,23.957900456456596,2056.4535595447924,10275.027679770195,20862.892298692517,6508.913956471183,7904.181813852254,31895.012977638708
x025,4.52361120122906,73.07034565278653,313.19016301131404,799.294880469867,1536.1785511398934,2457.4999473978896,3445.4838030579745,4350.154714926121,5018.862446062386,5018.862446062386,5329.7743258655255,5274.3923693581755,4905.696528844788,4295.962038504356,3560.921355905041,2832.7273969850517,2188.521561404681,1641.3190275614163,1183.726083986865,826.258335612858,20.98577399481751,2097.618712014283,11089.468493156528,22700.66769784763,6923.334995586168,8622.784094075834,28478.921609836285
x050,3.211680496722119,54.28194448051201,240.40974682270425,634.0728430415235,1263.4020137410976,2104.5946846753095,3090.4354049810927,4126.253695506657,5103.709526720853,5103.709526720853,5903.719464930824,6429.351013540722,6583.101165773401,6355.535372058843,5822.723108050804,5109.593571271414,4315.850062038256,3540.765227270709,2817.917948591846,2185.4920964821986,18.11085281660701,2105.5099630351397,11885.334681074808,23719.262242831537,8712.585300400378,9076.676265603272,23047.888596922498
x075,2.24957849758707,41.09907922663981,190.3635531685762,519.2312211195338,1070.4372179833913,1849.0318511404416,2822.417208525956,3926.6922777455447,5073.013764385319,5073.013764385319,6152.309464303244,7091.629496637538,7819.920337693876,8266.811306582176,8351.022729981614,8049.583087882742,7444.031586363163,6641.751708173848,5741.28924280201,4823.9515911976605,15.641741361431553,2058.360364684763,12583.61625088092,24395.772363985983,11378.440951558878,9791.98043842719,19321.16222136389
x100,1.4458262869704832,29.073782914337357,141.66944600455773,401.3545910851275,857.8570542226668,1537.559392098137,2440.556583796077,3546.1551526803873,4815.514708015788,4815.514708015788,6190.284652329612,7609.593178416485,8973.45240966883,10142.332877454326,11000.88572947881,11484.970343079072,11688.444150500103,11563.70479009335,11108.73499060702,10301.63883005674,13.5134999226936,1931.0613678895745,12965.200164508842,25650.52346852681,13599.811189251506,11813.209547750515,23693.759492689005
x125,0.7625915646855628,17.733647412575937,95.11591042820363,288.05607874017795,648.7227334723827,1215.0366535329083,2009.0175403761589,3032.4405572700557,4271.439436238921,4271.439436238921,5701.546462954268,7308.721622308976,9063.238783818362,10906.957902286284,12729.370928994742,14470.837192227327,16135.46088569287,17531.146613222725,18586.920673751512,19192.70621973637,12.624819874481332,1724.719282598578,12669.790438243175,33546.914596289396,13081.36391511478,13982.32148507021,38999.53815656285
x150,0.3552291442112922,9.037247150346309,53.11451282559799,172.8561241196639,412.1736302408279,808.5847333313665,1392.5399407670866,2179.799985467049,3176.428826840314,3176.428826840314,4377.454446292054,5773.991223180809,7348.981795753967,9059.03866924114,10807.216923086313,12583.3819748116,14421.729618722822,16222.895128683223,17969.169013898398,19578.361003148217,9.234314345268142,1487.4414658176408,11693.391264457936,53155.51796469088,8429.30855144105,10654.007954547187,36943.749480872306
