,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,CO21,CO22,CO23,CO24,CO25,CO26,CO27,CO28,CO29,CO30
g000,0.37079888876389483,2.0356371479344424,2.530211864757257,1.176562772901257,0.17913353432777393,0.02048274735558204,0.0066947222299050665,0.003586180247364233,0.0021553286683661656,0.0011774656740288784,0.0006459703850683697,0.0003677263410386939,0.00021480228814780227,0.00012572540972780825,7.333470885139085e-05,4.280478377424406e-05,2.470844259517252e-05,1.4096295634356243e-05,7.923422653273913e-06,4.373092765251989e-06,2.361760587317291e-06,1.24794660967224e-06,6.491332461951352e-07,3.315141209609516e-07,1.6533346803512698e-07,8.153643967474414e-08,3.9958751983091364e-08,1.977725499448209e-08,1.0187653427078855e-08,5.6372366539187496e-09
g025,0.29782123518655723,1.6801885304743394,2.155603425586928,1.0403206176998754,0.17325086606094872,0.024396304060347995,0.00799400523661131,0.0037338590166441136,0.0020584605793779504,0.0011237742209282895,0.0006368182654841697,0.0003775629300164215,0.000230371035159467,0.000141575294179873,8.729688686108176e-05,5.433726909466953e-05,3.381945572972137e-05,2.106725781642592e-05,1.3088513238177798e-05,8.073741626053097e-06,4.9335410248637636e-06,2.9747092874259923e-06,1.7755347338658598e-06,1.0462050658973307e-06,6.058488409000446e-07,3.462908219438901e-07,1.9613780216497357e-07,1.1082963388674058e-07,6.34023496640688e-08,3.725030526256169e-08
g050,0.24036675600657972,1.389723295305181,1.8290206317716984,0.9157781787708006,0.16528863048264222,0.02811444788465601,0.010362530932080918,0.004655908356971221,0.002161922086462169,0.0010739464089533847,0.0005982154702144769,0.00036021554102545994,0.00022531003614556093,0.0001423228729717414,9.029399087349985e-05,5.790232360138238e-05,3.721778387539553e-05,2.4021616809274652e-05,1.5521886332266762e-05,1.000191478178273e-05,6.4181564070336956e-06,4.08631585755096e-06,2.58972302433921e-06,1.6310448147170886e-06,1.0180089939220004e-06,6.318936699321352e-07,3.9215076147225426e-07,2.445106082598508e-07,1.5478916936373096e-07,1.0025592921447848e-07
g075,0.19329140148422144,1.1425691023889266,1.5354368586991995,0.8024289316475545,0.15563925871408152,0.030755445595474478,0.012583596492594428,0.005652592551184772,0.0023042702612532896,0.0010277145132566402,0.0005540523849720157,0.00033713088110250036,0.00021604588128805568,0.0001401706296129206,9.127152635354789e-05,6.001517951318767e-05,3.9563926457484264e-05,2.6218017723677718e-05,1.742539057700579e-05,1.1578681390050369e-05,7.686537662609437e-06,5.082427174739565e-06,3.359650035174627e-06,2.2185355244951155e-06,1.4616177721835292e-06,9.63942365162838e-07,6.398584259211167e-07,4.290346196744295e-07,2.9257910192885925e-07,2.0360186069273483e-07
g100,0.15107513469269343,0.9151147667467293,1.2755998935718909,0.6986157924887294,0.144132807395419,0.03172582218329899,0.014638474515102884,0.007309066726346569,0.0028460553038950885,0.0010938883093292446,0.0005207234050906956,0.00030317120971481146,0.00019521805748315426,0.0001294692734074592,8.653865130248272e-05,5.845478890932613e-05,3.961147453908548e-05,2.7013802467170127e-05,1.8508272868102963e-05,1.2708884943583245e-05,8.746828843381572e-06,6.0208114520523505e-06,4.16446157357087e-06,2.895583489511981e-06,2.0246526238323603e-06,1.428225572473494e-06,1.0217853990224574e-06,7.428189334217643e-07,5.507355638128184e-07,4.159200811859406e-07
g125,0.12017474585715157,0.7426195914233614,1.0715789387293495,0.607059856067351,0.1317350468514324,0.030360668605880495,0.01453380560864053,0.007691593145747024,0.003091492097154473,0.0011437498838520722,0.0004930183201574732,0.00026641400769643233,0.00016817755264839884,0.00011287965315762361,7.725886109844125e-05,5.361370876706381e-05,3.737347998429197e-05,2.6245669910329917e-05,1.8542610002730585e-05,1.3157818163835827e-05,9.38514913860525e-06,6.7205773895966954e-06,4.858682338347794e-06,3.5504225419200754e-06,2.626407511251726e-06,1.9718356843273035e-06,1.5092603393069509e-06,1.1780274317244549e-06,9.385842235650404e-07,7.605364386395966e-07
g150,0.09838290350967369,0.6164486340617049,0.907093153505927,0.5274966615315261,0.12027278943736598,0.02892114146907098,0.014455251525949042,0.008217064905570918,0.0035274159889324094,0.0013198936258534846,0.00051703021429304,0.00024421159738284364,0.00014242262297560913,9.406970844959365e-05,6.541139123872997e-05,4.657830127556238e-05,3.3377396937265164e-05,2.4084738952234945e-05,1.7475903014081514e-05,1.2739473568368622e-05,9.345208029855723e-06,6.894709647391168e-06,5.147346315751856e-06,3.894167721588978e-06,2.9906650656085786e-06,2.335501082965561e-06,1.8612452696390316e-06,1.5121836889779891e-06,1.2520396312094193e-06,1.0518099450231825e-06
g175,0.08064453542597362,0.5117830285161775,0.763029286375579,0.4577511922815305,0.10907975947160536,0.026101611174144276,0.012564533777445083,0.007258722825021563,0.0034609587870950893,0.0014402446199380857,0.0005701801826012081,0.00024229443697526396,0.00012275483870208197,7.427793689325079e-05,5.039446171824548e-05,3.625492617226834e-05,2.6590489963564605e-05,1.9712273380011395e-05,1.4703677120289925e-05,1.1018319404798742e-05,8.308977581357018e-06,6.302628546462408e-06,4.837643103505587e-06,3.762191032371882e-06,2.969356048587778e-06,2.3806101871174097e-06,1.944460112176412e-06,1.615836664056417e-06,1.3648716466651889e-06,1.1669836686270094e-06
g200,0.0645939785850255,0.4160323265923927,0.6361727990094043,0.39636942635196487,0.0989242145794209,0.02348816594508958,0.010866630418206315,0.006431173212688913,0.0033818690964837186,0.001542088391339148,0.0006320701455741593,0.0002527904343866222,0.00011001712972316326,5.636989845520658e-05,3.459559391495347e-05,2.4185085625861134e-05,1.7916664213820165e-05,1.363900397446184e-05,1.0515055113005156e-05,8.16876205091258e-06,6.393867089511377e-06,5.035849504716146e-06,4.011402664124611e-06,3.2325864564692395e-06,2.638366331839429e-06,2.1807500161954587e-06,1.829578549251168e-06,1.5555591397150827e-06,1.3391928023837252e-06,1.1631222708167867e-06
g225,0.05254158791789308,0.3418374553116331,0.5343482275028816,0.3432314450971616,0.0898842349083356,0.021082152776264233,0.009325361013051486,0.005523353046460667,0.0030659525772298597,0.0014493450113442594,0.0005984900407255763,0.00023043432400580082,9.052842143880719e-05,3.9656165088222147e-05,2.117053346309475e-05,1.3892227701687451e-05,1.0276370344884958e-05,8.06293611416453e-06,6.4924002249803626e-06,5.295741566327424e-06,4.355671767168562e-06,3.6005815841298374e-06,3.001485178402544e-06,2.5205760954813835e-06,2.133989061718595e-06,1.82018460417916e-06,1.5674994997472468e-06,1.3615473656590554e-06,1.1923183008020173e-06,1.0498876881336878e-06
