,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,HCO+4,C609,C370,H2,H2S1,H2S2,H2S3
g000,0.1446330211227363,1.6908747595596263,6.040679606148843,13.107563194981363,21.069439628212987,27.48186263311248,30.350871847448108,25.849129427885053,12.972690297729724,12.972690297729724,3.1066227575058485,0.2318149349348624,0.0121275270616225,0.0047791812413964,0.0029498011697186,0.0018981551883259,0.0012107026842296,0.0007573804936934,0.0004643005570182,0.0002782310358932,1.563466115964765,3.350338633620321,11.317086454057884,0.1009509083605645,0.0214497218166561,0.0309329858346986,0.0606137158377703
g025,0.1414318398691335,1.6685250780602512,5.973010888052513,12.96868768190605,20.85224095967974,27.16659256777671,29.78764118771101,24.991511019938606,12.414072624700928,12.414072624700928,2.9614446128761256,0.2216889056394163,0.0126078951480448,0.0052866645656632,0.003445835329384,0.0023572552340877,0.0016128197207711,0.001092968514577,0.0007336817383078,0.0004864478114113,1.411944028857378,3.8081822309534306,13.020127683571877,0.1241402120937062,0.0248340193925879,0.0406412684939021,0.0717257687539374
g050,0.1369619863091396,1.6372675580040488,5.878459705437435,12.779596528209918,20.56026452237676,26.737061369588577,29.041490425728163,23.97369286545445,11.786467016984012,11.786467016984012,2.8019597475008142,0.2105017001369563,0.0126972745658548,0.0053734769248431,0.0035731295875939,0.0025131393733421,0.0017732993712306,0.0012428556882818,0.0008660377281451,0.0005986815952329,1.2694983103959996,4.24990267973657,14.684101036676704,0.1742827080269498,0.0297783740672443,0.0583830798689134,0.0917058221232311
g075,0.1304358755723883,1.5903392575376587,5.740018881641332,12.507830294067317,20.139352541618734,26.09617937433841,27.99679115318192,22.735301103977775,11.078786421962068,11.078786421962068,2.6277779740086067,0.1987624602462534,0.0127471782976229,0.0052638387318253,0.00350526912332,0.0025094319581952,0.0018082467086747,0.0012948691501527,0.000922315181666,0.0006522181779302,1.138256081277033,4.661315219369012,16.260232137936274,0.2819925380087788,0.0386158617601839,0.0909477668193988,0.127547411668636
g100,0.1209236756289036,1.5106341923439948,5.506206562720165,12.051352977945765,19.407833698270288,24.984277885644843,26.415541255633023,21.16985640381572,10.267703151729114,10.267703151729114,2.434926114122941,0.1862915390011759,0.0129516728591741,0.0050731970422382,0.0033076915614937,0.0023932136671525,0.0017582113444299,0.0012857120104909,0.0009355244057729,0.0006760019701406,1.0195767204392523,5.0318940161055155,17.70303323934809,0.4772975276543401,0.0578939528432332,0.1508472557926721,0.1970052672670482
g125,0.1088653585415964,1.3760408406075375,5.079295388342816,11.179781581781151,17.98558518776123,22.969684100997373,24.07256741347128,19.24685191138448,9.3679931954945,9.3679931954945,2.229517133194934,0.1747122828008169,0.0138861304284456,0.0050407486470425,0.0030852490882714,0.0022159089027564,0.0016506181791973,0.0012301783829012,0.0009134492819992,0.0006740364215725,0.9130958192378592,5.345925335472232,18.945398334360757,0.8354347106639577,0.1041777596544248,0.2598898788541617,0.3462449247564555
g150,0.0975855405259721,1.2073034547868178,4.460692562930876,9.839589298799982,15.816775445442444,20.21104757681898,21.391254866541473,17.315237157054842,8.506208838999706,8.506208838999706,2.0345323778195334,0.1647412866975295,0.015396926332533,0.0052044245910115,0.0028490975943935,0.0019630229352318,0.0014655812462842,0.0011107277575608,0.0008419942660497,0.0006350107383975,0.8180507590219501,5.590443718341538,19.932120313631916,1.5371309247975218,0.2060129390136185,0.4470685307959955,0.6687498203229518
g175,0.0902482236310496,1.098369419538016,4.01364129279511,8.836818570911122,14.287928854688625,18.503311623066125,19.804571804527548,16.036974115006814,7.869258560133924,7.869258560133924,1.8869283163800616,0.159222098246044,0.017478867190327,0.0056400008791969,0.0026609473834795,0.0016579518886206,0.0012032934620908,0.0009182791382001,0.0007097764040948,0.0005478962902838,0.7332081761582737,5.768048519606928,20.68749642368416,2.803949559326095,0.3868936912532913,0.7342919700841738,1.288680364553575
g200,0.0843014307852223,1.0394500506855426,3.810075003762915,8.41121323390277,13.642816274466607,17.657596595896916,18.698884376476236,14.918288643425136,7.272157894801567,7.272157894801567,1.7441964765761262,0.1522334427777642,0.0192381084891274,0.0061593678756046,0.002535049641322,0.0013414209569358,0.0008898285279029,0.0006642256272414,0.0005196393772722,0.0004116125548555,0.6578773137395422,5.911060379715586,21.320637298767732,4.779731920658572,0.6622028232260183,1.125001577472447,2.2980030285250512
g225,0.0766985805024344,0.9602093415749496,3.546933155006166,7.86021256656132,12.75690878807574,16.427316443327605,17.177502405454533,13.567344971714066,6.606115117615371,6.606115117615371,1.585075452852178,0.1404409488492504,0.0191491393644724,0.0061978237411434,0.0023650970770214,0.00107039026857,0.0006157039637318,0.000430189471372,0.0003354572813645,0.0002734585493031,0.5912513330640635,6.028538856575138,21.860492658629298,7.401105649923423,1.0344143255683191,1.5803194221501673,3.6582528476523417
