,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,C609,C370,HCO+4,H2S1,H2S2,H2S3,H2
g000,0.3912923699541198,2.4413629888126267,4.055307602100448,2.90998368120485,0.8412514734344463,0.2014956065130695,0.0686326636607567,0.0389208051459658,0.0278898739884455,0.0192702151796456,0.0132871310271191,0.009173847928786,0.0063075463414077,11.18084627514578,12.04686381117649,0.0044068624758825,0.1584171494953717,0.1728553829280493,0.4328256464965165,0.5225220303790229
g025,0.3759001480745769,2.366431811539768,3.95036961408729,2.8973614913071706,0.9560185606736148,0.2984757615197518,0.1105226112142844,0.0497289620652454,0.0291355555057751,0.0195840967996151,0.0139370462347349,0.010075257913175,0.0072968399841517,12.883482448024212,15.618037989407323,0.004307014547916,0.1701476082334099,0.2054259146725122,0.4681909915178977,0.5899556449172887
g050,0.3525607700936961,2.2429529766860647,3.7768891219113088,2.8259493613068494,1.0404117717627182,0.4039688244788713,0.1845348077122161,0.0825188860569536,0.0360936627033532,0.0200806853386793,0.0137004693004495,0.010041676188341,0.0074692650045976,14.44459667391574,19.37072853672001,0.0042501035925588,0.1889119201412252,0.265658798383427,0.5304164652461045,0.7404201073500688
g075,0.3257262668944895,2.092475476637399,3.565548589902804,2.711129443022979,1.0948685280725234,0.4986519217346907,0.2665240443613332,0.1271910913001681,0.0481635378469235,0.0217307099556281,0.0134393536132773,0.0097500296468494,0.007366497892809,15.79376711598742,23.05970337525301,0.0042271623906726,0.2267769928206434,0.3776168478117943,0.6436703298091817,1.0404552165689342
g100,0.3046223596347526,1.962415044661156,3.3387152342160067,2.555923874571686,1.1063169977943816,0.56392502033049,0.3534838370625994,0.1991255402805746,0.0770990535200826,0.0287733206301943,0.0141458952975577,0.0093063607608997,0.0069436721959533,16.923847648597093,26.496444269233344,0.0043056198751328,0.3158545000940649,0.585020772497847,0.8730146080639999,1.5751196786135089
g125,0.2820720158471768,1.82277393979992,3.0782780766435622,2.376848714789798,1.0788210656587918,0.5815795159530806,0.4012608083845038,0.2589266949064234,0.1130140124104319,0.0417712679382848,0.0170516550868794,0.0093026495863233,0.0064305371652526,17.892620181894728,29.672320042181884,0.0044976321268433,0.5279078702177414,0.95281105174832,1.3684572461998523,2.5946313137464667
g150,0.2536890904101319,1.6508857782500623,2.785679855016841,2.197492794161326,1.0438188284577787,0.5923785060893677,0.4452579273822344,0.3253498243969033,0.1625055899292445,0.0647149276698193,0.0243799880948356,0.0107203108638132,0.0062002695914686,18.68160812483027,32.56293129085791,0.0047804402640044,0.9576741714192506,1.5482777990869288,2.3974489335558617,4.638831396107531
g175,0.220598797214224,1.4525686628361605,2.478917355697734,2.01646951706169,0.9840601562747924,0.5618392948806528,0.4339879188423899,0.3456796758542966,0.1964519568781759,0.0880877367058211,0.0346463721924025,0.0138177225548974,0.006533463431119,19.268651319227025,35.184835979625056,0.005213470596878,1.6621859630924232,2.407552666480741,4.277256764645619,8.283313450298778
g200,0.1875927161088064,1.2533533091655662,2.193925122010166,1.8479376277150652,0.9217045223506664,0.5210523931097493,0.4018141692362439,0.3390975848595947,0.2111769617305462,0.1047505642501549,0.0447370482250019,0.0179630536183294,0.0075478456052203,19.63527011575638,37.54858462339739,0.005798273887077,2.625037668174597,3.4833898119089106,7.073928502448192,13.608249297909852
g225,0.1616750520454005,1.0909933324707943,1.9568579937811457,1.6935616614073568,0.8587631138249271,0.4720102991802764,0.3500027139736552,0.2989875093172868,0.1981514055689479,0.1059729685082559,0.0487891361652027,0.0205001141993006,0.008435809901733,19.75039107779353,39.58804037259877,0.0065337563075687,3.74849981489751,4.630112139979767,10.479793119650344,20.253752383292177
g250,0.1426688526808306,0.9667961529291664,1.7598025778339452,1.5544404870322626,0.800201505928812,0.4229844459786973,0.2942608526948301,0.2449373967885594,0.1709321938846928,0.095015735463079,0.045374685822702,0.019670233176671,0.0082085076291063,19.694527098557685,41.34989400419405,0.0074227116744965,4.82679847494656,5.589706361120938,13.789572852490585,27.251652932594883
g275,0.1269474338773911,0.8635446744736751,1.5868142379362993,1.4349205427647942,0.75482290973933,0.3863618286783296,0.2509360710857081,0.1953996387206261,0.1412377982331909,0.0787416041113606,0.0376572367739444,0.0164560469757784,0.0069693350586566,19.55433916130817,43.01447290356607,0.0084628148054728,5.628211861704091,6.178924882410121,16.301266507656422,33.51541411836459
g300,0.1116755261323335,0.7652843125646764,1.4306045677977854,1.3355141872020635,0.7226520660491959,0.3603572545000191,0.2161663160929218,0.1490312997899262,0.1072891801630573,0.0596456397499246,0.0286521604505912,0.0127726982089746,0.0056119406825827,19.39815299624952,44.692197872788256,0.0096893790872063,6.15192208085686,6.362354592021856,17.66315693149243,37.76921228282297
g325,0.0988052342697917,0.6814204351124897,1.2998143128144592,1.2549629378867968,0.7024925285993409,0.3444685515387098,0.1935027530486802,0.1168428102986808,0.0800064403213072,0.045478222864682,0.0221050750246653,0.0100980158686152,0.0046412065419954,19.13392430273776,46.24430554351928,0.0110416380515107,6.501064047118222,6.27240807092832,17.98185532653897,39.507226669269016
g350,0.0884767326056534,0.6139465876237424,1.1960233099378703,1.195157989025732,0.697968437330417,0.3409444367171182,0.1840883719128674,0.0992483759116218,0.0603526309652386,0.0348357115553996,0.016874583525246,0.0078507375461647,0.0038123012441313,18.675406302096885,47.431960640257294,0.0125312618558327,6.797183354359414,6.03942390223985,17.593181835365083,39.10313436607923
g375,0.0802808255055246,0.5600553133392109,1.1117873548956818,1.1491371676008777,0.7047255140330065,0.3489875544252195,0.1861730362889852,0.0919201252429289,0.0462457187311371,0.0250777326608889,0.0118856584368646,0.0056679668045539,0.0029939359486324,18.001803724649243,48.071662721266414,0.0142035612667091,7.112468996166918,5.753938700458372,16.931930048590743,37.677912629409896
g400,0.073782717289213,0.5178365505829371,1.0477704148940434,1.125323345837872,0.7314189134779598,0.3721551891137356,0.2001617571169411,0.0954745620658837,0.0403587993004492,0.0184019868102973,0.0084255280145991,0.0041398577853954,0.002384679472392,17.152082873185627,48.12545830632562,0.0160785428207548,7.438507319084977,5.433070334685096,16.035924165073524,35.50249040991832
g425,0.0678018460349399,0.4809366114653115,0.9982515602593958,1.120251458351412,0.7746630511422196,0.4090543159145771,0.2278501005423034,0.1119693173414382,0.043590700356687,0.0157620390706788,0.0064590267715498,0.0031516915501202,0.0019084631062324,16.199327084728694,47.69850229338243,0.0182274489136414,7.755867019663198,5.085382728391634,15.047073175859694,33.05397823207467
g450,0.0633252673742959,0.4541489179216897,0.9686741943759536,1.1360577578315028,0.8387100389537564,0.4622629058145872,0.2656925637031007,0.1372100049884777,0.0552886130839433,0.0174542929012775,0.0056724924932056,0.0024807855567146,0.0014973784054371,15.246667965615226,47.043899189959,0.0205982478533646,8.02299940095419,4.698593421590488,13.966140433036877,30.43625763271832
g475,0.0603306255931454,0.4379494976282478,0.9589717308674038,1.1741693151715566,0.928828185475358,0.5387497629581074,0.3204363336851378,0.1770193316820357,0.0774174109019628,0.0247912071981096,0.0064862732959597,0.0021431557336932,0.0011634707293291,14.37149993469254,46.35157631620369,0.0233333023630869,8.207002890731042,4.253648969025614,12.774359732873576,27.69249670260796
g500,0.0576640089805458,0.4264729300479397,0.9642778996293216,1.2371733068531163,1.0501933330271802,0.6456453077075884,0.3951557322935244,0.2325049066548015,0.1118297237549074,0.0398245892226003,0.0100492672803426,0.0023805619798014,0.0009489869875412,13.614641790646694,45.769908095421385,0.0265516633113548,8.364981567473867,3.7708902375244056,11.498501983046584,24.87806971496259
g525,0.0558055526178954,0.4209248467058146,0.9856206430562886,1.3254064000729076,1.2072359219446127,0.7928385925003245,0.4962431601511168,0.3077822790062888,0.1617276279525162,0.0653954769871943,0.01839705470447,0.0038269441468166,0.00095055562112,12.96986404259472,45.31041784597341,0.0303200746062248,8.621053569916928,3.350861524390617,10.311909727463052,22.18204868971944
g550,0.0549184080349173,0.4232133471438339,1.024668732101427,1.4402763954629287,1.4059493413126094,0.9945129536507832,0.6345278713883369,0.4091591936973016,0.2320898320760365,0.1055064641792322,0.0346771478610752,0.0078156222875072,0.0014472972053764,12.381455683725338,44.81085165770735,0.0347933400222181,9.009270218348869,3.032820630039395,9.315707096854975,19.682678075787734
g575,0.0539082136943759,0.4267250150071223,1.0719387746541509,1.5799216307846806,1.649637785553073,1.264803050904678,0.8262453208515693,0.5462495657531018,0.3300858079920215,0.1656780068200567,0.0633224916782551,0.0168362040644757,0.0031558046113265,11.846901641942434,44.3216757435001,0.0401273640680899,9.34024218968356,2.713114726001122,8.375130378214333,17.404616178664494
g600,0.0531170783514858,0.431483208374251,1.1262829022707477,1.7420406208115502,1.9375745595943443,1.614535736617154,1.0939821917789874,0.7331379444108698,0.4653410901442865,0.2536499042317595,0.1105195852330079,0.0351157036868256,0.0076933134671307,11.350995732047377,43.84759260798522,0.0464885755674947,9.588897584567244,2.385574322374599,7.424811801561526,15.291439140781424
