,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,HCO+4,C609,C370,H2,H2S1,H2S2,H2S3
g000,1.0995025126957478,13.76014211881591,48.837763926846826,104.21193749132856,165.36179040354617,212.91603309174556,223.5824244035175,169.3473030507236,75.98126257827747,75.98126257827747,17.681023449401884,1.4491795687263742,0.0475742404468631,0.0137615153577848,0.0082667547001873,0.0053095265708472,0.0033955212372347,0.0021324803231215,0.0013129119440097,0.0007900234141467,6.297202816828312,37.57493341854444,125.21105797913476,0.6289962031132446,0.2485595807044723,0.2904470891101941,0.5491867992791285
g025,0.9725927793407858,12.664908521519996,45.71555670397665,98.23960894937846,155.87230513771647,198.58462503565053,204.0943343281116,151.9438635637895,67.81869497323238,67.81869497323238,15.729950304528655,1.2699000979795507,0.0465908339047161,0.0151873012252959,0.0096958128258826,0.0066381063460996,0.0045630246982445,0.0031101544538899,0.0021004835627748,0.0014010225130126,5.477453107076414,40.08922312479765,134.76320614094652,0.8403821387820227,0.2879771562751009,0.3994937200526581,0.6660673307694651
g050,0.8292705937343481,11.05881443009881,40.725721139728066,88.24317810735346,139.66529406876674,175.6276840072489,177.75762790636523,131.70403350927003,59.04946591927244,59.04946591927244,13.685690501906585,1.082773782965205,0.044280960297814,0.0154136890858093,0.0100874078389586,0.0071140763547179,0.0050512177643813,0.0035666906960368,0.0025051160050391,0.0017458730947621,4.774312850680374,41.92468999434024,141.86162584456946,1.309498091765852,0.3629859567654777,0.599762215860657,0.873071978708388
g075,0.6969915888035318,9.222861604971127,34.248835606486395,74.56476911205155,117.84891473887804,147.6127497949681,149.83339058221162,112.28755651531353,50.9793812084826,50.9793812084826,11.831311089620892,0.918175210813482,0.0421663983117376,0.0150719679292014,0.0099138620613654,0.0071210808129028,0.0051639379718958,0.0037250728303694,0.0026738693369789,0.0019057080821813,4.171138734463892,42.928487823254954,145.99381632352814,2.2078883501591493,0.5296933675117308,0.9684818757110182,1.2622899148213291
g100,0.5946065093174818,7.726651905679819,28.519588753177835,62.13522480382308,98.53709953817368,124.39806273027617,127.88170243525032,97.12911552068678,44.566644141599184,44.566644141599184,10.35961818476621,0.7970865903217794,0.0413755811706005,0.0145431078542373,0.0093859047095815,0.0068150599542885,0.0050381483457434,0.0037105034710345,0.0027199808219788,0.0019802236126636,3.652737161980637,43.099472303006394,147.20574808496758,3.8263371316051034,0.9171748850140342,1.6332512461881268,2.052614200866811
g125,0.5148328790828737,6.6940575772924875,24.67225728533229,53.8811100730419,85.96493635703733,109.19280049863949,112.43114114109252,85.48124449328931,39.395484736871936,39.395484736871936,9.177296565996844,0.7129957552391031,0.043400644278636,0.0144934503059896,0.008784408893605,0.0063287023067493,0.0047427417367173,0.0035593780861924,0.0026622109745101,0.0019788929375112,3.208096304050665,42.6166616313549,146.24311276508143,6.974368405087082,1.746257499988448,2.75928084624982,3.6750930119930696
g150,0.4426760033824143,5.789995336397121,21.48868576687021,47.15892717141781,75.3872075624729,95.46838814598382,97.8283610962027,74.47940352946887,34.57349995181473,34.57349995181473,8.085859608537648,0.6410675387795276,0.0474200020901126,0.0150637583066786,0.0081604915515854,0.0056316376137756,0.0042272475725614,0.0032249299608846,0.0024616968992216,0.0018695782233921,2.8283655501808926,41.787031916301785,144.1608995086491,12.928570239972323,3.2552427388612917,4.484746564893752,6.7697769140530735
g175,0.3777375813433143,4.913783658639047,18.297571424732748,40.30680504759812,64.552007288447,81.7894349957525,83.99336360696442,64.47230602481983,30.255861005243354,30.255861005243354,7.113620448071953,0.5803435672611891,0.0529758258326835,0.0164266134676451,0.0076873166942708,0.0047900344890191,0.003491177130782,0.0026805062377299,0.0020857524884647,0.0016210013021486,2.5020822262013076,40.64165717778814,140.89130092326363,22.679206842843858,5.535273298131493,6.826073256903063,11.8754507933056
g200,0.3247103458366538,4.176796996697521,15.562694678842623,34.39223075517426,55.27836276828231,70.25246244474395,72.49672562209388,56.13067553570555,26.608393084311516,26.608393084311516,6.2801507060560295,0.5253564751472637,0.0578936353774028,0.0181682361016121,0.0074635346833363,0.0039442553000579,0.0026180239625318,0.001961771181139,0.0015435801306255,0.0012305233127419,2.219982518518799,39.06007246338297,135.95500086514542,36.25672846978542,8.421137849554476,9.610232296658562,18.93374280366687
g225,0.2826895071999896,3.591253833172196,13.347599484956104,29.55406746943041,47.67548135491031,60.898783510340465,63.18659812681893,49.278551609565774,23.55241387325586,23.55241387325586,5.572653064112364,0.4732472799767286,0.0582514030441485,0.0187974534936842,0.0072238010538965,0.0032675208700647,0.0018674540263169,0.001299945663325,0.0010152049420707,0.0008313040408826,1.9753594592867945,37.033825058063016,129.4336724459692,52.41063336220524,11.49300218146733,12.379242239443473,26.923292428608622
