,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,CO14,CO15,CO16,CO17,CO18,CO19,CO20,HCO+4,C609,C370,H2,H2S1,H2S2,H2S3
g000,4.741154316352468,64.29008003045234,237.2983801317595,510.3840610454443,796.4491625391588,983.3859893645434,971.4339984010778,691.8504667429708,297.3614149344048,297.3614149344048,68.48025428068895,5.826072795309138,0.1617050456232844,0.036196389481477,0.0208868537457642,0.0132053616657776,0.0083508126527282,0.0051960065079369,0.0031739658051202,0.001897280488743,21.3716309746716,334.396995685248,1070.9090373830302,4.150281367771078,2.5665296510411024,2.6030885887901,4.737469500650545
g025,3.870404473950589,52.36446088166479,192.9227733211163,415.4637301091397,650.0469547621426,807.2414434757203,804.4776082581384,579.6419760812884,251.75037205827675,251.75037205827675,57.94149185575506,4.770420468038837,0.1466906131447298,0.0393547175327053,0.0242305872235695,0.0163216920427145,0.0110816528366968,0.0074745662513022,0.0050029087215132,0.0033113949337622,18.303807905012473,321.9139873239476,1033.8715601232311,6.306970549641418,3.148436066102419,3.756463551881095,5.956202044415059
g050,3.16808610695696,42.98637848029217,159.12074681992712,344.06355132783347,540.5832202640642,673.1562593937374,672.6037730747087,487.902261061896,213.81211514921864,213.81211514921864,49.18478333887981,3.936977436355769,0.1340927851641476,0.0396402248700185,0.0250739821410421,0.0174014950083772,0.0122012710854776,0.0085224575744187,0.0059293736134509,0.0040981147028792,15.723252663766155,302.26841221384745,973.7200489656004,10.655266364524344,4.46509998715069,5.85813978688226,8.187501176142577
g075,2.600442221988181,35.080920339151824,130.49576073614136,283.46045658669277,446.23777650497544,555.9571975183607,557.9800197595792,409.20348549266714,181.46337070245752,181.46337070245752,41.76559017085898,3.260827361849723,0.1241040810756086,0.0385305555813409,0.0245469235685276,0.0173644607164729,0.0124418764881444,0.0088831247891788,0.0063195910490899,0.0044692802512799,13.553690437651047,276.62874648285964,896.0605865977914,18.567950859419874,7.346686773841944,9.558948991057852,12.456022052820044
g100,2.160480932425699,28.770075736180317,106.91476047409212,232.8704486545582,367.9762631182544,460.9566162032861,466.836419752124,346.5224015520112,155.39896666864328,155.39896666864328,35.802144159154665,2.747916512913382,0.1181623684549845,0.0368963227847244,0.0231285985659603,0.0165565060481427,0.0121024839212384,0.0088278030360606,0.0064179296765795,0.0046395762482184,11.735213008355723,252.08303291819985,823.2122929248092,33.40169931987065,13.144324434715069,15.690268319307204,20.66505044729414
g125,1.8177697225880176,24.07108599472996,89.3107662446999,195.04004001962628,309.6565304654341,390.02539339186546,397.04866402344146,296.8698788777193,134.26772369990294,134.26772369990294,30.98999995577309,2.372400194787937,0.1195596986767251,0.0363526861657323,0.0215198272438267,0.0153168094570289,0.0113615647145154,0.0084513074769194,0.0062732528739349,0.0046333527310345,10.213426373772036,228.73334685172043,752.8389692497733,61.01343599043211,23.462338016640967,24.95701038832892,35.51051085094939
g150,1.531787673934088,20.285773820236265,75.53921080191304,165.65108886185192,263.9464844779616,332.7316661678438,338.7190698712645,254.46621425786196,116.07474767910324,116.07474767910324,26.866206256892298,2.07334976888237,0.1260035529687383,0.0371250576815538,0.0197941003903417,0.0135466402923227,0.0100822585143097,0.0076312452652896,0.0057855955984537,0.0043689965126438,8.938599702697573,205.9213201319514,682.810289440293,107.2987018794487,39.235064595983715,37.50743701265056,59.56406117118463
g175,1.2891892712318636,16.955891434890987,63.32302601036389,139.38732407335718,222.6201768002468,281.01402782351175,287.0013151257369,217.52573198852187,100.32320966729084,100.32320966729084,23.30982837806466,1.8272044851678089,0.1361570527439601,0.0396331631672301,0.0183633878981921,0.0114086381156262,0.0082696653346079,0.0063090176038899,0.0048802519487998,0.0037738632712639,7.857354518670435,184.4891050445487,617.5283918207798,174.25164082308993,59.19816056937693,52.45344083969425,93.09181370385063
g200,1.095899436101395,14.22335897903064,53.09529474135576,117.21958460286976,187.89929877331144,238.09842237756,244.6945160372717,187.2344908044213,87.24565527579733,87.24565527579733,20.322756465957266,1.6133849951531194,0.1449079936061913,0.0428900443095175,0.0174521562614876,0.0092378886747512,0.0061294077554598,0.0045772411287153,0.0035856172506878,0.0028465887204152,6.930967388513131,165.38700676329984,560.0062536686048,257.6181456071464,80.04453543627119,67.75345447144844,132.2000423654026
g225,0.9457049189390307,12.147574038745253,45.24974672627415,100.1213486207918,161.177612931995,205.31953575666913,211.87750731336283,163.01193638552243,76.52152717475906,76.52152717475906,17.858037422253002,1.4305778626120635,0.1431890306779673,0.0434750938522683,0.0164778363116405,0.0074643490195981,0.0042870982922324,0.0029906604438753,0.0023331124855437,0.001905963560209,6.133190257432188,148.83429519286685,510.2373881526574,347.72300929513034,98.117899144597,80.73219880077886,169.77517128303273
g250,0.8190419860470324,10.516919195128825,39.220160294032,87.05654612792986,140.69660454976926,179.44450445407395,184.77558821543917,142.36336950186947,67.26086133780561,67.26086133780561,15.718249127130758,1.2551360995469656,0.1299179947200105,0.0397549684456811,0.0148394953023288,0.0063007066517245,0.0032917406034979,0.0021491031652169,0.0016538946718694,0.001380830010573,5.442313695220792,134.77404728861575,467.7797159191783,431.8070801679749,110.838693193115,89.22777372253313,198.75350105634996
g275,0.7037033137342559,8.995564478724194,33.629690771934946,74.88110319954801,121.267058588582,154.60626842149622,159.14299891718397,123.40170482038964,58.89787535604173,58.89787535604173,13.79703347684022,1.089739299924467,0.1097501942384489,0.0328531485799723,0.0123979356646427,0.0053706655503063,0.0028347163707714,0.001847124620238,0.0014160211842602,0.0011832179734377,4.839858769558912,122.69349444768804,431.2898951404461,495.7355179850661,117.35327758100598,92.46912899898724,215.04261665666152
