,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,C609,C370,HCO+4,H2S1,H2S2,H2S3,H2
x-100,0.101370524674991,1.0457561345672164,3.6069511718825567,7.995878327065784,13.813931093980576,19.955076602550665,24.62064648487144,25.85678891853042,22.70699436133268,16.433738035910356,9.720970818414251,4.719556796348725,1.875856433764775,2.2368719145668163,9.141902247980328,0.0805109085809316,2.7545220465608304,17.815422065310557,12.9863174640092,19.59277206325156
x-075,0.1066501616792805,1.1692032529562646,4.1559647259887695,9.430845499804496,16.65179994467286,24.713406475322515,31.720290949827387,35.442557335023125,34.22318026817111,28.37373333505154,20.207258967262604,12.52518823300633,6.713444748379341,2.673563273409512,11.74730049010817,0.083858146794903,4.269840455045633,29.18526249761572,22.41690791161998,32.912432211609776
x-050,0.1092892470870963,1.272116099996346,4.656373213134528,10.824439497780578,19.55578664650747,29.795128841204622,39.66923484718981,46.6470015253268,48.58417127114922,44.61982089436068,36.43832820109576,26.81957018251613,17.879058954978596,2.995242189618593,13.986611046087626,0.087543329450404,6.470652901079114,45.26916502931462,37.91711259264808,54.63980044348406
x-025,0.1092117740247049,1.3518122739772065,5.101221283551247,12.140257079992736,22.433421272621267,35.05832783014359,48.22364315906663,59.3430255569792,65.94901881194248,66.04409504591796,60.20948656354599,50.50573912502122,39.31041479102175,3.2366687972879795,15.990099465830154,0.0944528391834868,9.605066057816078,66.22837366838651,60.03620448334331,85.96752923500262
x000,0.1041067355743625,1.37440532568677,5.363391171879298,13.083147197476537,24.72793517189693,39.605636214639,56.1692287718087,72.08551307136915,84.84643229256022,91.46050988007168,91.1641014923195,84.73059730093124,73.97778705900973,3.4637262419828665,18.03579042558227,0.1080143093790822,15.372413314659736,88.34279990894355,84.99380265315587,124.87018578274336
x025,0.0942797943418597,1.3335339727850717,5.395018215831011,13.515898452465802,26.15635780044417,42.937125822691264,62.6911245769513,83.33529228220816,102.27586585020454,116.31354420995568,124.23766555735068,125.36668745432274,119.66120694514063,3.755578811575983,20.490904752358613,0.1294956397222921,29.76189276702698,104.52794093191434,105.46842501001088,167.35918722199554
x050,0.0791877947994719,1.218935517026647,5.1543907709082895,13.30582704095312,26.39047141715341,44.3277982530123,66.21242192289644,90.25778758374408,114.21202445489004,135.6313967630644,153.38041319059732,165.37500232861294,169.4521616335535,4.144738413934931,23.592412156089694,0.1577736985713431,60.15366921902688,114.85848903487036,115.017423506863,209.2198466510449
x075,0.0621817671185622,1.0281415233173048,4.541511643187448,12.1235188286282,24.748052224851364,42.69669067693494,65.5401554357808,92.2616528659629,121.5251426388972,151.36625740387538,179.91745448844955,204.068810720218,220.9413670288461,4.596579925409322,27.312926282325,0.1898716680675889,110.61943896760044,125.02871284128663,117.16473895274734,251.350683613417
x100,0.0445401026281997,0.8304312322583121,3.9133557189117303,10.892712889933252,23.031170277689,41.02119327333895,64.93774341955375,94.27976393431638,128.06673357494904,164.56941718953647,202.4392508073032,239.8868327796735,274.957639223067,5.13158483840332,31.896965689001146,0.2312260597370193,184.72877079250625,164.6781129184744,173.16025968200177,299.4776344313688
x125,0.0269892745635515,0.5887637340645439,3.0186741540478765,8.873702748120463,19.592731335665448,36.25266744715176,59.46496608079376,89.39699620405491,125.83868306359544,168.18732157903972,215.99824960306216,268.19260787444347,322.52326317349736,5.813411169495914,37.96263201699779,0.2797226382716408,218.3317466916953,217.4522562859568,374.17696731209617,320.39522286430184
