,CO1,CO2,CO3,CO4,CO5,CO6,CO7,CO8,CO9,CO10,CO11,CO12,CO13,C609,C370,HCO+4,H2S1,H2S2,H2S3,H2
x-100,15.6831549548401,183.43408532705857,580.0467076452113,1078.2324467107364,1478.2861324046175,1637.2921806793072,1529.6414780390814,1237.5144890930756,870.4498341505379,530.9674448126966,276.8758618573577,123.10890625865862,46.15811262170103,2001.894051416084,7415.754326469361,2.101136642826253,4085.387279648952,2854.4850488916195,10764.174514778651,5188.132964229306
x-075,11.988602720307716,154.0863718405251,519.9216137446886,1036.0175650895906,1535.5008155818873,1855.09163388398,1906.3803838650597,1703.474938459262,1343.980773810385,945.356610319449,593.6776786547186,335.6811334783617,168.81399504743692,2098.4969658303453,8327.416425701167,2.2111089604716847,4253.798497292607,3613.111946966703,14171.208197521935,7186.144959293307
x-050,8.842090557031455,121.88854985081336,437.99450157491486,929.5569685634176,1479.598426354603,1944.41822619532,2194.673744818257,2170.0218794907264,1913.3856561123505,1516.495168526232,1100.3862456664033,739.223520861885,460.8755259034581,2170.193386934075,9187.382705904864,2.348648303913101,3994.4770797495594,4283.867375695046,17115.809467268693,9363.836180618564
x-025,6.472592388367668,93.73239908541372,357.1241791300832,803.0686238742388,1357.2466326750189,1908.961197315749,2346.38082941317,2568.6397335644683,2524.509389148568,2247.617502364597,1851.4567847123503,1429.259129202503,1040.7759852316335,2222.6599660665106,10023.99359971396,2.5758930250848717,3586.968056200481,4823.050214278166,18864.07732733052,11478.468523859134
x000,4.769773323739054,71.66897792357484,287.2134460630323,680.8748698428501,1215.7634823808544,1816.385938032992,2383.6179165058466,2809.457130939953,3036.5689628485507,3027.8733176849,2806.8880433947297,2438.88874038593,2006.705623013368,2249.678899954488,10827.91371707172,2.964734305469898,3376.528856066624,5137.156501547801,18734.786260148878,13267.22579552784
x025,3.5318051081299764,54.72549332524092,228.9885704141921,568.9413737337139,1065.451846168142,1670.7565006362345,2317.2768568851416,2928.5704407617736,3427.81121824708,3715.618211544849,3772.319194327083,3620.364767293438,3296.5176449192936,2256.804019457549,11647.412359663533,3.5383529974714785,3784.001774994005,5127.044155080308,16861.25603858288,14814.833930825893
x050,2.607401929697972,42.51836140906712,184.5415194319345,477.2673945637298,932.7266239742208,1530.242324102219,2224.651402804486,2946.104414672018,3611.112119241556,4141.369596070068,4522.059293880509,4715.34239029381,4671.960359690077,2221.8697777135635,12404.56205259313,4.2433453559267145,5024.003286779498,5074.534893375443,14028.301722642544,16191.76871930201
x075,1.8499765334929203,31.654376098538386,142.5972447892438,383.0577253755091,778.3470484075807,1327.1985002688727,2005.32538922778,2773.2147008820866,3586.8255878177256,4387.909076413526,5121.295020743011,5691.845549088948,6017.595908190138,2132.562742277224,13041.793709643947,4.967765795771925,6819.932902796229,5404.831862477019,12268.159825577157,17545.976346579133
x100,1.2287387571456356,23.515225656260565,112.55579132138566,315.31959694273115,666.6293984408729,1181.5910722680303,1855.6381173620764,2667.4381749333425,3582.0522386448943,4542.293348754309,5503.793196334641,6414.084209985637,7227.557704754147,1971.6461886462607,13324.907902571087,5.840263363555416,8571.918542637368,6790.466040944327,15774.888928912733,19276.638194083323
x125,0.6944833142679929,15.327753483489897,79.21398864229245,233.89622016170844,517.2417827963619,956.0492654166512,1563.0838582155045,2338.6128387550443,3273.043998154767,4347.438816408706,5548.65541690076,6846.917963030938,8181.129944017149,1736.988766135692,12862.370029545054,6.806116810286202,8519.543933202009,8261.860073088425,24825.18893185078,26097.53174011557
x150,0.3259342830569345,8.023104043864656,45.545112997122565,144.2723173877379,337.46563370457466,653.3083775911758,1114.2769222703328,1730.3546071618273,2504.111230283265,3430.881659096184,4505.156202107582,5714.611704854528,7032.99789826135,1485.460499120078,11763.46892917302,5.846260237093105,6031.529448242577,7007.889833987641,24562.623772009643,42608.01367541021
x175,0.1544447075116568,3.932080266847696,23.366335047602377,77.29274401648571,187.64124399269716,376.0346375006854,662.6639963452852,1062.8333401665475,1587.4989667423497,2239.573423546446,3021.535929441736,3930.5145469722233,4948.979181346383,1247.392422280112,10297.645134049051,3.966593874962935,3475.549369106337,4860.054887204135,17942.338335107208,42035.38495958591
x200,0.0843991497269405,2.1779691507221206,13.19442619781304,44.62247126255286,110.71420295441234,226.36242936663623,406.5961426025985,663.6215063833948,1009.0318097582336,1448.2868790871344,1987.0331405603372,2623.8517867764417,3353.676759350574,1043.8819889377294,8823.327392370371,2.4391790240816484,1731.9321934984423,2882.538719005875,11534.28662846106,35468.03948772216
x225,0.0474765212638524,1.2433878939599603,7.654126301252468,26.24339005960811,65.8712585601352,136.21919689540223,247.0283979159396,407.11231808513526,624.3521850013451,904.9848734716726,1253.4314598117387,1671.6334466967455,2157.4546091449643,859.1114826092403,7353.413946974801,1.386111606650931,773.1272858079492,1461.879993970805,6453.014981887885,26593.15885253375
x250,0.0252289844272383,0.6682421600271532,4.155187774910184,14.33780455408314,36.14448294033161,75.0771688612459,136.81846449992517,226.8519815857574,350.21918938523544,511.4018403403225,713.8547544293962,959.7680893877024,1249.0439455704893,684.7635326612326,5902.00619810155,0.7202598302043471,315.2942551201854,641.4636673696049,3107.682830583597,17978.457110566724
x275,0.012535725809306,0.3369124601462895,2.1316892725322854,7.467230997213524,19.077405996524345,40.1238913135499,74.00747990833983,124.15976714300072,193.8920149945894,286.3034082168735,403.9948819471548,548.8391903986021,721.4166923884875,525.6310295185014,4550.31625704952,0.3391509773409358,118.40167988610904,249.00069333308087,1293.1802649381575,10406.10672535456
x300,0.005788267708386,0.1582380787023538,1.0298395889307257,3.703926828623881,9.681809651417812,20.763526824298264,38.935547011870206,66.24366680452286,104.71132881664454,156.2816223024616,222.69530372430225,305.32902435431544,404.88884204596167,389.847240430678,3381.825713643997,0.1466301207535806,40.55445269856926,87.5937985669975,463.2329688450483,4944.920356519296
x325,0.0022102836672915,0.0612658886740788,0.4107776149089706,1.5193671473679118,4.06470412082697,8.880934151056023,16.90466263496433,29.114754266893524,46.50008072022532,70.02712623872922,100.60586538029206,139.010384830567,185.75230444067185,281.2561005684501,2438.17059927434,0.0559270595166225,12.615128134289735,28.465721943765068,142.138333816583,1912.6038988220917
x350,0.000571557488303,0.0160254253837069,0.1107547722775892,0.4221095461548655,1.1585389586635206,2.586098528253401,5.013872977408949,8.77655421594141,14.226176612185442,21.71962296727096,31.611793287249697,44.222851768855705,59.81373960705339,199.1163182232152,1719.4167526611457,0.0177533557660758,3.582008797406732,8.369711825900408,36.76928359814035,587.1221412009143
